year,family_ID,person_num,race,hispanic,educ,sex,employment_status,age,income,state,state_abb
2021,152536,1,white,0,10,1,1,31,75000,California,CA
2021,152536,2,white,0,10,2,3,30,0,California,
2021,152536,3,white,0,0,2,0,3,,California,CA
2021,152636,1,white,0,6,2,1,49,75000,California,CA
2021,152636,2,other,0,2,2,0,14,,California,CA
2021,152703,1,other,4,10,1,1,50,55000,California,CA
2021,152703,2,other,4,11,2,1,49,12000,California,CA
2021,152703,3,other,4,10,1,1,25,24000,California,CA
2021,152703,4,other,4,0,2,1,67,62600,California,CA
2021,152703,5,other,4,0,2,0,2,,California,
2021,152703,6,other,4,0,1,0,0,,California,CA
2021,152703,7,white,0,8,2,3,25,0,California,CA
2021,152731,1,other,4,2,2,1,36,29500,California,CA
2021,152731,2,other,4,10,1,1,32,32000,California,CA
2021,152731,3,other,4,1,1,0,6,,California,CA
2021,152731,4,other,4,0,2,0,1,,California,CA
2021,152738,1,asian,0,2,2,3,73,13000,California,CA
2021,152738,2,asian,0,11,1,2,38,3600,California,CA
2021,153076,1,asian,0,11,1,1,30,100150,California,CA
2021,153076,2,asian,0,11,2,1,27,62800,California,CA
2021,153076,3,other,0,6,1,1,27,21800,California,CA
2021,153076,4,other,1,10,2,1,25,61800,California,CA
2021,153288,1,white,0,7,2,1,50,45000,California,CA
2021,153288,2,asian,4,7,1,3,54,76200,California,CA
2021,153288,3,other,4,6,2,1,18,10000,California,CA
2021,153288,4,other,4,4,2,3,16,0,California,CA
2021,153288,5,other,4,2,1,0,13,,California,CA
2021,153288,6,other,4,2,2,0,11,,California,CA
2021,153315,1,white,0,10,2,3,59,3000,California,CA
2021,153315,2,white,0,10,1,1,70,178000,California,
2021,153315,3,white,0,6,1,3,29,0,California,CA
2021,153315,4,white,0,8,1,3,27,0,California,CA
2021,153429,1,other,1,10,2,1,48,45700,California,CA
2021,153429,2,other,1,10,1,1,50,120000,California,CA
2021,153429,3,other,1,6,1,3,18,0,California,CA
2021,153429,4,other,1,5,1,3,16,0,California,CA
2021,153429,5,other,1,2,2,0,13,,California,CA
2021,153501,1,other,1,6,2,1,45,70000,California,CA
2021,153501,2,other,1,7,1,1,52,65000,California,CA
2021,153501,3,other,1,4,2,3,16,0,California,CA
2021,153501,4,other,1,1,2,0,5,,California,
2021,153550,1,other,1,6,1,1,66,23400,California,CA
2021,153550,2,other,1,6,2,3,57,7400,California,CA
2021,153550,3,other,1,8,2,1,20,15000,California,
2021,153550,4,other,1,2,2,3,16,740,California,CA
2021,153603,1,other,1,10,1,1,40,50000,California,CA
2021,153603,2,other,1,1,2,0,6,,California,CA
2021,153603,3,other,1,5,1,3,34,0,California,CA
2021,153603,4,other,1,7,2,1,62,56000,California,CA
2021,153603,5,other,1,6,2,3,94,18000,California,CA
2021,153652,1,asian,0,11,1,3,83,-2396,California,CA
2021,153652,2,asian,0,6,2,3,76,14200,California,CA
2021,153652,3,asian,0,11,1,1,47,24000,California,CA
2021,153652,4,other,0,2,1,0,14,,California,CA
2021,153652,5,other,0,2,2,0,12,,California,CA
2021,153917,1,other,1,2,2,1,44,20200,California,CA
2021,153917,2,other,1,6,2,1,26,3200,California,CA
2021,153917,3,other,1,6,1,1,20,19000,California,CA
2021,153917,4,other,1,2,2,0,13,,California,CA
2021,153917,5,other,1,1,2,0,7,,California,CA
2021,153917,6,other,1,1,2,0,7,,California,
2021,153917,7,other,1,0,2,0,4,,California,CA
2021,153917,8,other,1,0,2,0,3,,California,CA
2021,153917,9,other,1,0,1,0,2,,California,CA
2021,154015,1,other,2,10,1,1,41,130000,California,CA
2021,154015,2,other,0,11,2,3,40,0,California,
2021,154015,3,other,2,1,1,0,11,,California,CA
2021,154015,4,other,2,1,1,0,8,,California,CA
2021,154015,5,other,2,1,1,0,5,,California,CA
2021,154110,1,asian,0,10,1,3,36,4500,California,CA
2021,154110,2,asian,0,0,2,3,31,0,California,
2021,154110,3,asian,0,2,1,0,11,,California,
2021,154110,4,asian,0,1,1,0,5,,California,CA
2021,154110,5,asian,0,1,2,0,5,,California,CA
2021,154110,6,asian,0,0,2,0,3,,California,CA
2021,154110,7,asian,0,0,2,0,2,,California,CA
2021,154110,8,asian,0,0,1,0,1,,California,CA
2021,154155,1,white,1,8,2,3,49,0,California,
2021,154155,2,white,0,6,1,1,63,120000,California,CA
2021,154155,3,white,1,2,1,0,13,,California,CA
2021,154155,4,white,1,2,1,0,11,,California,CA
2021,154155,5,white,1,1,2,0,9,,California,CA
2021,154155,6,white,1,5,2,3,17,0,California,CA
2021,154325,1,other,1,0,1,3,78,14400,California,
2021,154325,2,other,1,0,2,3,70,6000,California,
2021,154325,3,other,1,6,1,1,28,31000,California,CA
2021,154400,1,black,0,7,1,3,76,16300,California,CA
2021,154569,1,white,0,11,2,1,38,86000,California,CA
2021,154630,1,white,0,7,2,2,44,7100,California,CA
2021,154630,2,white,0,8,1,1,49,120000,California,CA
2021,154630,3,white,0,6,2,3,74,78000,California,CA
2021,154727,1,other,1,8,1,1,79,32000,California,CA
2021,154727,2,other,1,6,2,3,33,0,California,CA
2021,154727,3,other,1,1,1,0,6,,California,CA
2021,154727,4,other,1,0,2,0,3,,California,
2021,154782,1,white,0,11,2,1,29,10420,California,CA
2021,154782,2,white,0,11,1,1,31,21300,California,CA
2021,154835,1,white,0,11,2,3,73,498600,California,
2021,154835,2,white,0,11,1,3,76,13100,California,CA
2021,154902,1,other,1,6,1,1,29,40000,California,CA
2021,154902,2,white,0,7,2,1,30,3400,California,CA
2021,154902,3,other,1,2,2,0,14,,California,
2021,154902,4,other,1,0,2,0,4,,California,
2021,154902,5,other,1,0,2,0,2,,California,
2021,154902,6,other,1,0,2,0,1,,California,CA
2021,154909,1,other,4,11,1,1,46,39400,California,CA
2021,154909,2,other,4,10,2,1,47,15700,California,CA
2021,154909,3,other,4,4,2,3,16,0,California,CA
2021,154909,4,other,4,2,2,0,14,,California,CA
2021,154926,1,other,1,10,2,1,31,23000,California,CA
2021,154926,2,other,1,6,1,3,22,0,California,CA
2021,154926,3,other,1,6,2,2,56,16000,California,CA
2021,155046,1,white,0,11,1,1,78,69300,California,
2021,155046,2,native,0,6,2,2,73,41500,California,CA
2021,155063,1,white,0,11,1,1,52,169020,California,CA
2021,155063,2,white,0,8,2,1,53,54020,California,CA
2021,155063,3,white,0,7,2,3,19,3200,California,CA
2021,155387,1,other,0,8,1,3,70,36900,California,CA
2021,155418,1,black,0,4,2,3,51,11500,California,CA
2021,155528,1,other,1,7,1,1,38,55000,California,CA
2021,155528,2,other,1,7,2,1,37,20000,California,CA
2021,155528,3,other,1,5,1,3,17,0,California,CA
2021,155528,4,other,1,3,1,0,15,0,California,CA
2021,155528,5,other,1,1,2,0,10,,California,CA
2021,155572,1,asian,0,7,1,2,57,27600,California,CA
2021,155572,2,asian,0,6,2,2,61,20160,California,CA
2021,155572,3,asian,0,10,1,2,26,18000,California,
2021,155572,4,asian,0,2,2,3,73,11200,California,CA
2021,155598,1,white,0,10,1,1,58,281000,California,
2021,155598,2,other,4,8,2,3,60,0,California,CA
2021,155598,3,other,4,8,1,1,24,38500,California,CA
2021,155648,1,other,1,6,1,1,28,94000,California,CA
2021,155648,2,other,1,6,2,3,26,16000,California,CA
2021,155648,3,other,1,0,1,0,0,,California,CA
2021,155812,1,white,0,8,2,2,53,23400,California,CA
2021,155812,2,other,0,8,2,3,21,8300,California,CA
2021,156022,1,white,0,7,2,3,20,1000,California,CA
2021,156022,2,white,0,7,2,3,20,0,California,CA
2021,156022,3,other,0,7,1,3,20,3000,California,CA
2021,156022,4,white,0,7,2,3,19,0,California,CA
2021,156073,1,other,2,8,1,2,34,38600,California,CA
2021,156073,2,white,0,11,1,1,34,116000,California,CA
2021,156073,3,other,1,0,1,0,0,,California,CA
2021,156148,1,white,0,7,1,1,33,65020,California,
2021,156148,2,white,4,6,2,3,37,0,California,CA
2021,156148,3,white,0,2,1,0,11,,California,CA
2021,156148,4,white,0,1,1,0,8,,California,CA
2021,156148,5,white,0,0,2,0,2,,California,CA
2021,156201,1,white,0,11,2,3,84,132000,California,CA
2021,156437,1,asian,0,11,1,1,37,150000,California,CA
2021,156437,2,asian,0,11,2,1,37,150000,California,CA
2021,156473,1,asian,0,11,2,1,49,44000,California,CA
2021,156557,1,asian,0,6,1,3,72,18800,California,CA
2021,156557,2,asian,0,6,2,3,72,18800,California,
2021,156557,3,asian,0,8,1,3,43,0,California,CA
2021,156562,1,other,0,6,1,1,36,78000,California,CA
2021,156562,2,other,0,10,1,1,30,22000,California,CA
2021,156562,3,other,0,8,1,3,30,0,California,CA
2021,156562,4,other,0,11,1,1,30,190500,California,CA
2021,156562,5,other,0,10,2,1,27,15000,California,CA
2021,156585,1,white,0,11,1,1,47,200000,California,CA
2021,156796,1,other,1,6,2,3,27,13100,California,CA
2021,156796,2,other,1,2,1,0,11,,California,CA
2021,156796,3,other,1,1,1,0,9,,California,CA
2021,156796,4,other,1,0,1,0,4,,California,CA
2021,156796,5,other,1,0,2,0,0,,California,CA
2021,157059,1,asian,0,6,2,3,81,36500,California,CA
2021,157059,2,asian,0,7,2,3,57,0,California,CA
2021,157059,3,asian,0,6,1,2,56,15000,California,CA
2021,157059,4,asian,0,6,1,3,18,0,California,CA
2021,157333,1,other,1,11,1,1,63,149000,California,
2021,157333,2,other,1,6,2,1,60,80000,California,CA
2021,157333,3,other,1,8,1,1,30,120000,California,CA
2021,157455,1,other,1,3,2,1,52,6600,California,CA
2021,157492,1,other,1,8,2,3,66,18400,California,CA
2021,157492,2,other,1,0,1,1,51,55000,California,CA
2021,157492,3,other,1,4,2,1,33,10400,California,CA
2021,157492,4,other,1,0,1,0,4,,California,CA
2021,157506,1,asian,0,10,1,1,49,26000,California,CA
2021,157506,2,asian,0,10,2,1,48,3700,California,CA
2021,157506,3,asian,0,8,1,3,22,0,California,CA
2021,157506,4,asian,0,5,1,3,17,0,California,CA
2021,157506,5,asian,0,10,1,3,83,7200,California,CA
2021,157506,6,asian,0,10,2,3,77,7200,California,CA
2021,157532,1,other,0,7,2,3,56,12000,California,CA
2021,157546,1,asian,0,8,1,1,56,76000,California,CA
2021,157546,2,asian,0,8,2,1,49,4000,California,
2021,157546,3,asian,0,6,2,3,85,0,California,CA
2021,157546,4,asian,0,6,1,1,52,28000,California,CA
2021,157546,5,asian,0,3,2,0,15,0,California,CA
2021,157796,1,other,1,7,1,2,62,23400,California,CA
2021,157796,2,other,1,10,2,3,55,0,California,CA
2021,157796,3,other,1,5,2,1,17,8000,California,CA
2021,157796,4,other,1,2,1,1,45,31200,California,CA
2021,157796,5,other,1,2,2,1,42,31000,California,CA
2021,157796,6,other,1,6,1,1,19,4500,California,CA
2021,157796,7,other,1,3,1,0,15,0,California,CA
2021,157796,8,other,1,1,2,0,9,,California,CA
2021,158311,1,white,1,10,1,3,79,25920,California,CA
2021,158311,2,white,1,6,2,3,77,16770,California,CA
2021,158311,3,white,1,8,1,3,48,0,California,CA
2021,158311,4,white,1,11,2,1,28,41000,California,CA
2021,158334,1,other,1,6,1,3,60,71400,California,CA
2021,158334,2,other,1,2,2,3,61,0,California,CA
2021,158334,3,other,1,7,1,3,27,2000,California,CA
2021,158334,4,other,1,0,1,1,22,29000,California,CA
2021,158341,1,white,0,11,2,1,54,38000,California,CA
2021,158341,2,white,0,7,2,3,85,0,California,
2021,158341,3,white,0,8,1,3,82,10300,California,CA
2021,158432,1,white,0,10,2,3,36,0,California,CA
2021,158432,2,other,1,10,1,1,33,120000,California,CA
2021,158432,3,white,1,1,1,0,10,,California,CA
2021,158432,4,white,1,1,2,0,7,,California,CA
2021,158946,1,other,1,6,1,1,35,111800,California,CA
2021,158946,2,other,1,6,1,1,38,100000,California,CA
2021,158946,3,other,1,7,1,1,60,65000,California,CA
2021,158946,4,other,1,0,2,3,56,14600,California,CA
2021,159086,1,white,1,10,2,1,33,11000,California,CA
2021,159086,2,white,1,5,1,3,36,1000,California,CA
2021,159086,3,white,1,1,1,0,8,,California,CA
2021,159086,4,white,1,0,2,0,4,,California,CA
2021,159086,5,white,1,1,1,0,9,,California,CA
2021,159086,6,white,1,8,2,3,69,12900,California,
2021,159204,1,white,4,6,1,1,55,42100,California,CA
2021,159241,1,asian,0,11,1,1,31,70000,California,
2021,159241,2,asian,0,10,2,3,29,0,California,CA
2021,159241,3,asian,0,0,2,0,0,,California,CA
2021,159295,1,other,1,2,2,1,55,26400,California,CA
2021,159295,2,other,4,2,2,3,27,840,California,CA
2021,159295,3,other,4,1,1,0,7,,California,CA
2021,159295,4,other,4,0,1,0,3,,California,
2021,159552,1,white,0,11,2,1,74,208000,California,CA
2021,159605,1,white,0,10,1,1,44,78000,California,CA
2021,159605,2,white,0,11,2,3,43,4000,California,CA
2021,159605,3,white,0,2,1,0,14,,California,CA
2021,159605,4,white,0,1,1,0,9,,California,CA
2021,159605,5,white,0,1,1,0,9,,California,CA
2021,159629,1,white,0,10,1,1,72,475200,California,CA
2021,159629,2,white,0,3,2,0,14,,California,CA
2021,159629,3,white,0,2,2,0,11,,California,CA
2021,159748,1,white,0,11,1,1,61,287000,California,CA
2021,159748,2,other,1,3,1,0,15,0,California,CA
2021,159875,1,other,1,0,1,1,42,18000,California,CA
2021,159875,2,other,1,0,2,3,50,0,California,CA
2021,159875,3,other,1,6,2,3,18,0,California,CA
2021,159875,4,other,1,3,1,0,15,0,California,
2021,159875,5,other,1,2,1,0,13,,California,CA
2021,159932,1,white,0,7,1,3,54,13700,California,CA
2021,159954,1,asian,0,0,2,1,53,40000,California,
2021,159954,2,asian,0,0,1,1,54,46000,California,CA
2021,159954,3,asian,0,7,2,1,26,27800,California,CA
2021,159954,4,asian,0,6,2,3,18,4300,California,CA
2021,159954,5,other,1,10,1,1,28,85000,California,CA
2021,160264,1,white,0,10,1,3,78,36000,California,CA
2021,160264,2,white,0,8,2,3,78,12000,California,CA
2021,160434,1,other,1,5,1,1,53,30000,California,CA
2021,160434,2,other,1,1,2,1,41,43200,California,CA
2021,160434,3,other,1,1,2,0,11,,California,CA
2021,160434,4,other,1,1,1,0,9,,California,CA
2021,160434,5,other,1,0,1,0,3,,California,
2021,160508,1,asian,0,6,1,1,58,90000,California,CA
2021,160508,2,asian,0,2,2,1,59,45000,California,CA
2021,160508,3,asian,0,10,1,1,27,50000,California,CA
2021,160508,4,asian,0,0,2,3,94,7600,California,CA
2021,160508,5,asian,0,6,1,2,52,0,California,CA
2021,160756,1,other,0,7,1,1,29,26000,California,CA
2021,160756,2,asian,0,7,2,3,26,11500,California,CA
2021,160756,3,other,0,0,2,0,2,,California,CA
2021,160756,4,other,0,0,2,0,0,,California,CA
2021,161028,1,black,0,10,1,1,41,38400,California,CA
2021,161028,2,white,0,10,2,1,31,55000,California,CA
2021,161037,1,other,1,7,2,1,39,65000,California,CA
2021,161037,2,other,1,6,2,1,19,660,California,CA
2021,161098,1,other,1,2,1,3,65,12500,California,CA
2021,161098,2,other,1,2,2,3,62,9600,California,CA
2021,161098,3,other,1,6,2,1,43,40500,California,CA
2021,161098,4,other,1,6,1,3,25,10800,California,CA
2021,161098,5,other,1,4,2,3,16,0,California,CA
2021,161098,6,other,1,2,1,0,14,,California,CA
2021,161212,1,white,0,11,1,1,70,645800,California,CA
2021,161212,2,white,0,10,2,3,68,8000,California,CA
2021,161212,3,white,0,11,2,1,40,68000,California,CA
2021,161212,4,white,0,10,1,1,36,60000,California,
2021,161212,5,white,0,11,1,1,30,65000,California,CA
2021,161212,6,white,0,2,2,0,13,,California,CA
2021,161212,7,white,0,1,2,0,9,,California,CA
2021,161212,8,white,0,10,2,1,32,60000,California,CA
2021,161212,9,other,4,6,2,1,71,10600,California,CA
2021,161385,1,asian,0,6,2,2,58,18000,California,CA
2021,161385,2,asian,0,6,1,2,59,20000,California,CA
2021,161385,3,asian,0,10,2,1,26,4000,California,CA
2021,161385,4,asian,0,7,2,3,21,0,California,CA
2021,161385,5,asian,0,2,2,1,56,15000,California,CA
2021,161385,6,asian,0,6,1,2,53,15000,California,CA
2021,161512,1,white,0,5,1,3,87,24900,California,CA
2021,161512,2,white,0,0,1,3,57,1600,California,CA
2021,161512,3,white,0,11,2,1,51,40000,California,CA
2021,161523,1,other,1,6,2,1,35,49000,California,
2021,161523,2,other,1,6,2,3,18,0,California,CA
2021,161523,3,other,1,3,1,0,14,,California,CA
2021,161523,4,other,1,2,2,0,12,,California,CA
2021,161554,1,white,0,6,1,3,88,9000,California,CA
2021,161554,2,white,0,6,2,3,81,9000,California,CA
2021,161599,1,white,0,6,1,1,56,28000,California,CA
2021,161599,2,white,0,5,2,3,79,10500,California,CA
2021,161815,1,asian,0,11,2,1,67,198000,California,CA
2021,161815,2,other,4,6,2,3,17,1000,California,CA
2021,161930,1,white,1,6,1,3,75,24000,California,CA
2021,161930,2,white,1,7,2,3,69,10200,California,CA
2021,161930,3,white,1,6,1,1,43,74000,California,CA
2021,162031,1,white,0,10,1,1,45,624600,California,
2021,162031,2,asian,0,10,2,2,46,0,California,CA
2021,162031,3,other,0,4,2,3,16,0,California,CA
2021,162041,1,other,0,11,2,3,67,115300,California,CA
2021,162041,2,other,0,7,1,3,63,22500,California,CA
2021,162204,1,asian,0,11,2,3,89,94000,California,CA
2021,162204,2,asian,0,10,2,3,58,3600,California,CA
2021,162204,3,asian,0,11,1,3,56,0,California,CA
2021,162344,1,other,1,8,2,1,49,66000,California,CA
2021,162344,2,other,1,6,1,3,18,16400,California,CA
2021,162344,3,other,1,4,2,3,16,0,California,CA
2021,162344,4,other,1,6,1,1,47,3000,California,CA
2021,162370,1,white,0,11,2,1,94,107800,California,CA
2021,162370,2,white,0,11,2,1,64,60500,California,CA
2021,162370,3,white,0,6,1,3,70,3000,California,
2021,162409,1,white,0,7,2,3,69,10300,California,CA
2021,162409,2,white,0,6,1,1,46,70000,California,CA
2021,162425,1,other,1,6,1,1,59,20000,California,CA
2021,162425,2,other,1,6,2,1,55,22000,California,CA
2021,162425,3,other,1,6,1,1,35,45000,California,CA
2021,162425,4,other,1,10,2,1,33,35000,California,CA
2021,162425,5,other,1,8,2,1,30,35600,California,CA
2021,162425,6,other,1,1,2,0,11,,California,CA
2021,162425,7,white,1,2,2,0,11,,California,CA
2021,162425,8,other,1,1,2,0,9,,California,CA
2021,162450,1,white,0,11,2,1,34,667000,California,
2021,162450,2,asian,0,10,1,1,35,200000,California,CA
2021,162450,3,white,0,0,2,0,5,,California,CA
2021,162450,4,other,0,0,2,0,3,,California,CA
2021,162524,1,white,0,10,2,1,35,179000,California,CA
2021,162524,2,white,0,11,1,1,42,131700,California,CA
2021,162524,3,other,0,1,2,0,10,,California,CA
2021,162524,4,white,0,0,2,0,0,,California,CA
2021,162524,5,white,0,5,2,1,17,4800,California,CA
2021,162537,1,other,1,10,2,1,43,89000,California,CA
2021,162537,2,other,1,10,2,1,22,8000,California,CA
2021,162537,3,other,1,8,2,1,21,8000,California,
2021,162537,4,other,1,6,2,3,68,3000,California,
2021,162875,1,asian,0,10,1,1,48,130000,California,CA
2021,162875,2,asian,0,11,2,1,42,90000,California,CA
2021,162875,3,asian,0,3,2,0,14,,California,CA
2021,162875,4,asian,0,1,2,0,8,,California,CA
2021,162954,1,other,1,6,2,1,52,30600,California,CA
2021,162954,2,other,1,0,2,3,31,11500,California,CA
2021,162985,1,white,0,10,1,1,33,690,California,CA
2021,163015,1,other,4,3,2,3,67,7500,California,CA
2021,163015,2,other,4,0,1,3,75,28700,California,CA
2021,163055,1,asian,0,11,1,1,46,160000,California,CA
2021,163055,2,asian,0,11,2,1,42,190000,California,CA
2021,163055,3,asian,0,2,2,0,14,,California,
2021,163055,4,asian,0,1,1,0,10,,California,
2021,163541,1,white,0,6,1,1,38,70000,California,CA
2021,163541,2,white,0,6,2,1,31,40000,California,CA
2021,163541,3,white,0,2,1,0,14,,California,CA
2021,163541,4,white,0,1,2,0,8,,California,CA
2021,163541,5,white,0,1,2,0,6,,California,
2021,163603,1,asian,0,11,1,1,37,120500,California,
2021,163603,2,asian,0,10,2,3,37,350000,California,CA
2021,163603,3,asian,0,0,1,0,4,,California,CA
2021,163840,1,other,1,0,1,1,31,42000,California,CA
2021,163840,2,other,1,10,2,3,36,0,California,CA
2021,163840,3,other,1,0,1,3,60,6200,California,CA
2021,164087,1,black,3,8,1,2,58,99600,California,CA
2021,164087,2,asian,0,7,2,1,58,48800,California,CA
2021,164087,3,black,3,6,1,1,33,38400,California,CA
2021,164087,4,black,3,7,1,1,23,3700,California,CA
2021,164606,1,white,0,7,1,1,53,20400,California,
2021,164606,2,white,0,7,1,2,54,60,California,CA
2021,164725,1,other,1,0,2,3,63,10000,California,CA
2021,164725,2,other,1,6,1,1,51,40000,California,CA
2021,164725,3,other,1,6,1,1,28,40000,California,CA
2021,164725,4,other,1,6,2,1,22,16200,California,
2021,164725,5,other,1,4,2,3,16,0,California,CA
2021,165043,1,white,0,7,2,3,90,20870,California,CA
2021,165056,1,white,0,10,1,1,45,150000,California,CA
2021,165056,2,white,1,1,2,0,11,,California,CA
2021,165056,3,white,1,1,2,0,6,,California,CA
2021,165087,1,other,1,6,2,3,39,0,California,CA
2021,165087,2,white,1,2,1,1,38,20000,California,CA
2021,165087,3,white,1,1,2,0,5,,California,CA
2021,165190,1,native,1,2,1,2,54,3000,California,CA
2021,165190,2,native,1,2,2,3,55,0,California,CA
2021,165190,3,native,1,6,2,1,31,50000,California,CA
2021,165190,4,native,1,8,2,1,31,40000,California,CA
2021,165190,5,native,1,10,1,1,25,30000,California,CA
2021,165190,6,native,1,5,1,1,16,4000,California,CA
2021,165190,7,native,1,6,1,1,20,6000,California,CA
2021,165190,8,other,1,2,1,0,12,,California,CA
2021,165190,9,native,1,1,2,0,8,,California,CA
2021,165190,10,other,1,1,1,0,7,,California,CA
2021,165190,11,other,1,0,1,0,3,,California,CA
2021,165263,1,other,1,6,2,1,81,27600,California,CA
2021,165263,2,other,1,8,1,3,88,11800,California,CA
2021,165263,3,other,1,6,2,1,43,28000,California,CA
2021,165263,4,other,1,5,1,3,59,0,California,CA
2021,165263,5,other,1,8,1,3,88,10800,California,CA
2021,165263,6,other,1,6,2,1,18,12000,California,CA
2021,165410,1,other,0,6,2,3,29,0,California,CA
2021,165410,2,other,0,6,1,1,31,28000,California,CA
2021,165410,3,other,0,2,1,0,11,,California,CA
2021,165410,4,other,0,1,1,0,5,,California,CA
2021,165410,5,other,0,0,1,0,1,,California,CA
2021,165513,1,white,0,10,1,1,45,627000,California,CA
2021,165513,2,white,0,11,2,3,46,0,California,
2021,165513,3,white,0,5,1,3,16,0,California,CA
2021,165513,4,white,0,2,2,0,14,,California,CA
2021,165513,5,other,1,5,1,3,16,0,California,CA
2021,165843,1,white,0,7,2,1,41,20020,California,CA
2021,165843,2,white,0,0,1,2,38,15000,California,CA
2021,165843,3,white,0,6,2,1,18,1200,California,CA
2021,165843,4,white,0,5,1,3,17,0,California,
2021,165843,5,white,0,2,1,0,14,,California,CA
2021,165861,1,white,0,11,2,1,31,64000,California,CA
2021,165861,2,white,0,8,1,1,30,39000,California,CA
2021,165956,1,asian,0,11,1,1,65,175000,California,CA
2021,165956,2,asian,0,11,2,3,59,0,California,CA
2021,166042,1,white,0,10,2,3,61,28000,California,CA
2021,166042,2,asian,0,10,1,1,55,62000,California,CA
2021,166042,3,other,0,7,1,2,20,600,California,CA
2021,166042,4,other,0,6,2,3,17,0,California,CA
2021,166062,1,black,0,8,2,1,41,42000,California,CA
2021,166062,2,black,0,6,1,1,32,34000,California,CA
2021,166062,3,black,0,2,2,0,11,,California,CA
2021,166062,4,black,0,1,1,0,5,,California,
2021,166062,5,black,0,0,2,0,3,,California,CA
2021,166150,1,asian,0,11,1,1,45,90000,California,CA
2021,166150,2,asian,0,8,2,1,39,35000,California,CA
2021,166150,3,asian,0,2,1,0,13,,California,CA
2021,166150,4,asian,0,2,1,0,11,,California,CA
2021,166150,5,asian,0,6,2,3,64,12100,California,CA
2021,166150,6,asian,0,6,2,3,62,0,California,CA
2021,166155,1,white,0,11,2,1,41,73000,California,CA
2021,166155,2,white,0,6,1,1,48,45000,California,CA
2021,166155,3,white,0,3,1,0,14,,California,CA
2021,166214,1,white,0,5,2,3,56,12000,California,CA
2021,166232,1,other,1,2,1,1,54,40000,California,CA
2021,166232,2,other,1,2,2,3,42,0,California,CA
2021,166232,3,other,1,10,2,1,24,12000,California,CA
2021,166232,4,other,1,6,1,3,18,0,California,CA
2021,166232,5,other,1,4,2,3,16,0,California,CA
2021,166232,6,other,1,2,2,0,14,,California,CA
2021,166446,1,other,1,6,2,3,64,10000,California,CA
2021,166446,2,other,1,0,1,3,71,5200,California,CA
2021,166446,3,other,1,6,2,1,46,15000,California,
2021,166446,4,other,1,10,2,1,23,9000,California,
2021,166446,5,other,1,5,2,3,17,0,California,CA
2021,166446,6,other,1,6,1,1,25,40000,California,CA
2021,166446,7,other,1,0,1,0,1,,California,CA
2021,166560,1,white,0,6,2,1,78,54000,California,CA
2021,166604,1,other,0,11,2,1,37,65000,California,CA
2021,166604,2,asian,0,11,2,1,36,100000,California,
2021,166642,1,other,1,11,2,1,27,71000,California,CA
2021,166642,2,other,1,10,1,1,25,78000,California,CA
2021,166677,1,white,0,7,2,3,66,31000,California,CA
2021,166677,2,white,0,6,2,3,56,19400,California,CA
2021,166728,1,native,4,8,2,1,40,62000,California,CA
2021,166728,2,native,4,1,2,0,9,,California,CA
2021,166740,1,asian,0,10,2,1,24,18000,California,CA
2021,166740,2,asian,0,6,1,3,19,0,California,CA
2021,166740,3,asian,0,10,1,3,60,0,California,CA
2021,166788,1,black,0,6,2,1,62,37500,California,CA
2021,166788,2,black,1,2,2,0,14,,California,
2021,166788,3,black,1,2,1,0,14,,California,CA
2021,166788,4,black,0,1,2,0,9,,California,CA
2021,166788,5,black,0,6,2,2,47,18400,California,CA
2021,167002,1,white,0,6,2,3,67,8200,California,CA
2021,167002,2,white,0,6,1,1,66,51000,California,CA
2021,167002,3,white,0,6,2,3,37,11600,California,CA
2021,167224,1,black,0,6,2,1,26,25000,California,CA
2021,167224,2,black,0,5,2,2,23,900,California,CA
2021,167224,3,black,0,6,2,3,21,0,California,CA
2021,167224,4,black,0,11,2,1,50,100000,California,CA
2021,167385,1,white,0,6,2,3,78,46200,California,CA
2021,167396,1,white,0,11,1,1,51,190000,California,CA
2021,167396,2,white,0,10,2,1,51,110000,California,CA
2021,167396,3,white,0,5,2,3,17,0,California,CA
2021,167396,4,white,0,1,1,0,9,,California,CA
2021,167455,1,white,0,7,1,3,52,95000,California,CA
2021,167455,2,white,0,7,2,1,45,35000,California,
2021,167455,3,white,0,4,2,3,17,0,California,CA
2021,167455,4,white,0,2,1,0,15,0,California,CA
2021,167561,1,white,1,2,1,1,49,14000,California,CA
2021,167561,2,white,1,6,2,1,46,20000,California,CA
2021,167561,3,white,1,6,1,1,25,14000,California,CA
2021,167561,4,white,1,6,1,1,22,14000,California,CA
2021,167561,5,white,1,6,1,1,18,7000,California,CA
2021,167561,6,white,1,2,1,0,12,,California,CA
2021,167561,7,white,1,1,1,0,8,,California,CA
2021,167635,1,white,0,6,2,3,32,0,California,CA
2021,167635,2,other,1,7,1,1,36,65000,California,CA
2021,167635,3,other,1,1,1,0,8,,California,CA
2021,167635,4,other,1,1,2,0,6,,California,CA
2021,167635,5,other,1,1,1,0,4,,California,CA
2021,167635,6,other,1,0,2,0,1,,California,CA
2021,167693,1,other,1,2,1,3,49,0,California,CA
2021,167693,2,other,1,6,2,1,48,11600,California,CA
2021,167693,3,other,1,6,1,1,26,12000,California,CA
2021,167693,4,other,1,7,1,1,21,16800,California,CA
2021,167693,5,other,1,6,2,1,22,14400,California,CA
2021,167729,1,other,0,8,2,1,50,115000,California,CA
