year,family_ID,person_num,race,hispanic,educ,sex,employment_status,age,income,state,state_abb
2021,206,1,white,0,5,2,3,34,0,Alabama,AL
2021,574,1,white,0,0,2,3,63,17000,Alabama,AL
2021,619,1,black,0,6,2,1,18,6000,Alabama,
2021,798,1,other,0,6,2,3,73,0,Alabama,AL
2021,803,1,black,0,2,2,3,43,0,Alabama,AL
2021,2488,1,white,0,6,1,1,18,5500,Alabama,AL
2021,2506,1,white,0,6,2,3,69,1800,Alabama,AL
2021,2563,1,black,0,6,2,3,22,1200,Alabama,AL
2021,2979,1,white,0,6,2,1,30,12400,Alabama,AL
2021,2979,2,white,0,4,1,1,34,24000,Alabama,AL
2021,2979,3,white,1,2,1,0,12,,Alabama,AL
2021,2979,4,white,0,0,1,0,6,,Alabama,AL
2021,2979,5,white,0,0,2,0,4,,Alabama,AL
2021,3206,1,black,0,6,2,3,69,12000,Alabama,AL
2021,3206,2,black,0,6,2,3,69,9500,Alabama,AL
2021,3206,3,black,0,6,2,3,69,16800,Alabama,AL
2021,3281,1,asian,0,11,1,1,30,45800,Alabama,AL
2021,3281,2,black,0,10,2,1,27,18200,Alabama,
2021,3438,1,white,0,10,2,3,72,26400,Alabama,AL
2021,3438,2,white,0,10,1,3,73,52000,Alabama,
2021,3451,1,black,0,6,2,1,25,31000,Alabama,AL
2021,3451,2,black,0,6,1,2,29,6000,Alabama,AL
2021,3451,3,black,0,1,2,0,6,,Alabama,AL
2021,3601,1,white,2,8,2,3,38,0,Alabama,AL
2021,3601,2,other,2,7,1,1,38,80000,Alabama,AL
2021,3601,3,white,2,7,2,1,21,9000,Alabama,AL
2021,3601,4,white,2,1,2,0,7,,Alabama,AL
2021,3601,5,white,2,0,2,0,5,,Alabama,AL
2021,3601,6,white,0,6,2,1,22,30000,Alabama,AL
2021,3633,1,black,0,6,2,1,52,35200,Alabama,AL
2021,3633,2,black,0,6,1,1,24,34000,Alabama,AL
2021,4260,1,white,0,8,2,3,63,14900,Alabama,AL
2021,4260,2,white,0,10,1,1,64,4300,Alabama,
2021,4451,1,black,0,11,2,3,78,26000,Alabama,AL
2021,4920,1,black,0,6,2,1,55,16200,Alabama,AL
2021,4920,2,black,0,6,1,1,57,7200,Alabama,AL
2021,5067,1,white,0,8,2,1,62,81000,Alabama,AL
2021,5067,2,white,0,6,1,3,62,28500,Alabama,AL
2021,5316,1,white,0,10,1,1,73,22600,Alabama,AL
2021,5316,2,white,0,6,2,3,69,11310,Alabama,AL
2021,5469,1,white,0,10,2,1,36,14700,Alabama,
2021,5469,2,white,0,10,1,1,37,97000,Alabama,AL
2021,5728,1,black,0,6,1,3,72,13000,Alabama,AL
2021,5780,1,white,0,8,2,3,86,12600,Alabama,AL
2021,5780,2,white,0,8,2,1,55,50000,Alabama,AL
2021,5780,3,white,0,6,1,1,50,60000,Alabama,AL
2021,5786,1,white,0,6,2,3,66,5800,Alabama,AL
2021,5786,2,white,0,8,1,1,56,54000,Alabama,AL
2021,5920,1,white,0,6,2,3,52,18000,Alabama,AL
2021,5920,2,white,0,6,1,1,53,92000,Alabama,AL
2021,5920,3,other,0,6,1,2,19,14000,Alabama,AL
2021,6512,1,white,0,6,1,1,57,100000,Alabama,AL
2021,6512,2,white,0,6,2,3,55,0,Alabama,
2021,6512,3,white,0,6,2,1,32,700,Alabama,AL
2021,6512,4,white,0,6,1,1,25,4600,Alabama,AL
2021,6512,5,white,0,1,2,0,8,,Alabama,AL
2021,6512,6,white,0,1,2,0,4,,Alabama,AL
2021,6537,1,white,0,8,1,3,77,39700,Alabama,AL
2021,6537,2,white,0,6,2,3,75,9600,Alabama,AL
2021,6680,1,white,0,10,1,1,44,107000,Alabama,AL
2021,6680,2,white,0,11,2,1,40,52000,Alabama,AL
2021,6680,3,white,0,3,1,3,16,0,Alabama,AL
2021,6680,4,white,0,2,2,0,13,,Alabama,
2021,6806,1,white,0,6,2,1,56,71000,Alabama,AL
2021,6806,2,white,0,6,2,2,36,15500,Alabama,AL
2021,6806,3,white,0,3,1,0,15,0,Alabama,AL
2021,6806,4,white,0,2,1,0,13,,Alabama,AL
2021,6806,5,white,0,0,1,0,5,,Alabama,AL
2021,6806,6,white,0,0,1,0,5,,Alabama,AL
2021,7090,1,white,0,6,1,3,77,16000,Alabama,AL
2021,7090,2,white,0,6,2,3,76,3600,Alabama,AL
2021,7142,1,black,0,6,2,1,48,22000,Alabama,
2021,7142,2,black,0,8,1,1,47,60000,Alabama,AL
2021,7142,3,black,0,2,2,0,12,,Alabama,AL
2021,7155,1,white,0,11,1,1,34,93000,Alabama,AL
2021,7155,2,white,0,6,2,3,32,0,Alabama,AL
2021,7155,3,white,0,0,1,0,1,,Alabama,AL
2021,7155,4,white,0,1,2,0,10,,Alabama,AL
2021,7155,5,white,0,1,2,0,7,,Alabama,AL
2021,7241,1,black,0,7,1,1,25,48000,Alabama,AL
2021,7241,2,black,0,4,1,1,26,40000,Alabama,AL
2021,7241,3,black,0,7,1,3,21,0,Alabama,AL
2021,7254,1,white,0,11,1,1,44,150000,Alabama,AL
2021,7254,2,white,0,10,2,3,36,0,Alabama,
2021,7254,3,white,0,1,1,0,8,,Alabama,AL
2021,7254,4,white,0,1,2,0,7,,Alabama,AL
2021,7254,5,white,0,0,2,0,4,,Alabama,AL
2021,7254,6,white,0,0,2,0,3,,Alabama,AL
2021,7290,1,white,0,10,2,1,40,9300,Alabama,AL
2021,7290,2,white,0,6,1,3,46,7200,Alabama,AL
2021,7290,3,white,0,1,1,0,7,,Alabama,AL
2021,7558,1,black,0,7,1,1,34,32000,Alabama,AL
2021,7558,2,black,0,0,1,0,0,,Alabama,AL
2021,7558,3,black,0,6,1,1,42,25000,Alabama,AL
2021,7730,1,white,0,6,1,1,53,50000,Alabama,AL
2021,7730,2,white,0,8,2,1,47,76000,Alabama,AL
2021,7730,3,white,0,8,1,1,24,25000,Alabama,AL
2021,7730,4,white,0,6,2,3,69,29000,Alabama,AL
2021,7741,1,white,0,6,2,1,30,34000,Alabama,AL
2021,7741,2,white,0,6,1,1,34,36000,Alabama,AL
2021,7819,1,white,0,7,1,1,24,32000,Alabama,AL
2021,7819,2,white,0,1,1,0,6,,Alabama,AL
2021,7855,1,white,0,7,1,3,62,36000,Alabama,AL
2021,7855,2,white,0,11,2,1,56,160000,Alabama,AL
2021,8526,1,black,0,6,1,1,45,26000,Alabama,AL
2021,8526,2,black,0,6,2,1,51,30000,Alabama,AL
2021,8750,1,white,0,6,2,1,22,18000,Alabama,AL
2021,8750,2,white,0,6,1,1,25,25000,Alabama,AL
2021,8750,3,white,0,0,1,0,0,,Alabama,AL
2021,8835,1,white,0,6,1,1,63,70000,Alabama,AL
2021,8835,2,white,0,6,2,3,59,5300,Alabama,AL
2021,8964,1,white,0,10,1,3,51,200,Alabama,AL
2021,9067,1,white,0,7,2,1,58,19200,Alabama,AL
2021,9067,2,white,0,7,1,1,38,11000,Alabama,AL
2021,9087,1,white,0,6,2,2,29,18800,Alabama,AL
2021,9087,2,other,0,6,1,1,30,35000,Alabama,AL
2021,9087,3,other,0,1,1,0,8,,Alabama,AL
2021,9087,4,other,0,1,1,0,6,,Alabama,AL
2021,9087,5,other,0,0,1,0,0,,Alabama,AL
2021,9087,6,other,0,0,1,0,0,,Alabama,AL
2021,9095,1,white,0,6,1,3,73,11000,Alabama,AL
2021,9134,1,black,0,7,1,1,41,87000,Alabama,
2021,9134,2,black,0,6,2,1,40,35000,Alabama,AL
2021,9134,3,black,0,6,1,1,21,7000,Alabama,
2021,9185,1,white,0,6,1,3,78,43800,Alabama,AL
2021,9185,2,white,0,6,2,3,75,6000,Alabama,AL
2021,9207,1,white,0,6,2,3,52,16300,Alabama,AL
2021,9207,2,white,0,6,1,1,53,77000,Alabama,AL
2021,9207,3,white,0,5,1,1,22,20000,Alabama,
2021,9252,1,white,0,11,2,1,50,59000,Alabama,AL
2021,9320,1,white,0,10,2,1,51,116000,Alabama,AL
2021,9320,2,white,0,7,1,1,48,80000,Alabama,AL
2021,9320,3,white,0,6,1,1,23,24000,Alabama,AL
2021,9320,4,white,0,7,1,1,19,3600,Alabama,AL
2021,9480,1,other,0,6,2,1,23,15900,Alabama,AL
2021,9480,2,other,0,6,1,1,25,39000,Alabama,
2021,9689,1,other,4,6,1,1,33,20800,Alabama,AL
2021,9689,2,other,4,6,1,1,34,51000,Alabama,
2021,9689,3,other,4,7,1,1,61,16000,Alabama,AL
2021,9689,4,other,4,6,2,1,58,30200,Alabama,AL
2021,10234,1,white,0,11,2,1,46,95000,Alabama,AL
2021,10234,2,white,0,11,1,1,46,105000,Alabama,
2021,10234,3,white,0,2,1,0,14,,Alabama,AL
2021,10427,1,white,0,10,1,1,31,100000,Alabama,AL
2021,10427,2,white,0,10,2,3,31,0,Alabama,AL
2021,10427,3,white,0,1,2,0,7,,Alabama,AL
2021,10427,4,white,0,1,2,0,5,,Alabama,AL
2021,10427,5,white,0,0,2,0,3,,Alabama,AL
2021,10531,1,white,0,7,1,1,39,80500,Alabama,AL
2021,10531,2,white,0,6,2,1,33,3500,Alabama,AL
2021,10531,3,white,0,1,2,0,10,,Alabama,AL
2021,10531,4,white,0,1,2,0,7,,Alabama,AL
2021,10531,5,white,0,1,1,0,5,,Alabama,
2021,10690,1,white,0,8,1,1,36,42620,Alabama,AL
2021,10734,1,white,0,11,1,1,44,55000,Alabama,AL
2021,10734,2,white,0,11,2,1,39,7500,Alabama,AL
2021,10734,3,white,0,2,2,0,14,,Alabama,AL
2021,10734,4,white,0,2,1,0,12,,Alabama,AL
2021,10734,5,white,0,1,1,0,10,,Alabama,AL
2021,10855,1,white,0,10,2,3,57,0,Alabama,AL
2021,10855,2,white,0,10,1,1,57,94000,Alabama,AL
2021,10855,3,white,0,11,2,1,37,120400,Alabama,AL
2021,10855,4,white,0,6,1,3,19,0,Alabama,AL
2021,10855,5,white,0,0,1,0,5,,Alabama,AL
2021,10855,6,white,0,0,1,3,40,0,Alabama,AL
2021,10902,1,white,0,10,1,1,53,100000,Alabama,AL
2021,10902,2,white,0,7,2,1,53,15000,Alabama,AL
2021,10902,3,white,0,10,1,1,25,50000,Alabama,AL
2021,10902,4,white,0,10,2,1,22,40000,Alabama,AL
2021,10979,1,white,0,7,2,1,31,41000,Alabama,AL
2021,10979,2,asian,0,8,1,2,35,15000,Alabama,AL
2021,10979,3,white,0,2,1,0,13,,Alabama,AL
2021,10979,4,other,0,1,1,0,8,,Alabama,AL
2021,10979,5,other,0,0,1,0,2,,Alabama,AL
2021,11051,1,white,0,11,1,1,37,80000,Alabama,AL
2021,11051,2,white,0,11,2,3,32,80000,Alabama,AL
2021,11051,3,white,0,0,2,0,0,,Alabama,AL
2021,11583,1,white,0,6,1,1,43,75000,Alabama,AL
2021,11583,2,white,0,7,2,1,41,12500,Alabama,AL
2021,11583,3,white,0,1,2,0,8,,Alabama,AL
2021,11583,4,white,0,4,2,3,17,0,Alabama,AL
2021,11588,1,white,0,8,1,1,54,60000,Alabama,AL
2021,11588,2,white,0,6,2,1,55,18000,Alabama,AL
2021,11588,3,white,0,6,1,1,28,35000,Alabama,AL
2021,11627,1,white,0,8,2,3,46,0,Alabama,AL
2021,11627,2,white,0,6,1,1,50,55000,Alabama,
2021,11627,3,white,0,6,1,1,24,28600,Alabama,AL
2021,11627,4,white,0,2,2,0,12,,Alabama,AL
2021,11705,1,white,0,6,1,3,79,65700,Alabama,AL
2021,11705,2,white,0,5,2,3,58,23900,Alabama,AL
2021,11752,1,white,0,6,1,1,29,65000,Alabama,
2021,11752,2,white,0,6,2,3,30,2000,Alabama,AL
2021,11752,3,white,0,1,1,0,5,,Alabama,AL
2021,11752,4,white,0,1,2,0,7,,Alabama,AL
2021,11769,1,other,2,10,1,1,43,144000,Alabama,AL
2021,11769,2,white,0,7,2,1,37,24000,Alabama,AL
2021,11769,3,other,2,2,2,0,13,,Alabama,AL
2021,11769,4,other,2,2,2,0,10,,Alabama,AL
2021,11769,5,other,0,6,2,1,17,8500,Alabama,AL
2021,12232,1,white,0,6,2,2,68,11700,Alabama,AL
2021,12971,1,white,0,7,2,3,35,12000,Alabama,AL
2021,12971,2,white,0,7,1,1,39,36000,Alabama,
2021,12971,3,white,0,2,2,0,11,,Alabama,AL
2021,12971,4,white,0,1,2,0,9,,Alabama,AL
2021,12971,5,white,0,0,1,0,1,,Alabama,AL
2021,13342,1,white,0,7,2,1,53,52000,Alabama,AL
2021,13342,2,white,0,10,1,1,58,88000,Alabama,AL
2021,13366,1,white,0,10,2,1,27,34000,Alabama,AL
2021,13366,2,white,0,7,1,1,27,50000,Alabama,AL
2021,13444,1,black,0,6,1,3,93,27600,Alabama,AL
2021,13444,2,black,0,6,2,3,62,16400,Alabama,
2021,13444,3,black,0,6,2,3,24,9400,Alabama,AL
2021,13817,1,white,0,10,1,3,70,21600,Alabama,AL
2021,13817,2,white,0,6,2,3,66,8400,Alabama,AL
2021,13888,1,black,0,11,1,1,71,65000,Alabama,AL
2021,13888,2,black,0,6,2,3,67,9600,Alabama,
2021,14011,1,asian,0,11,1,1,45,145000,Alabama,AL
2021,14011,2,asian,0,10,2,1,37,88000,Alabama,AL
2021,14011,3,asian,0,2,2,0,11,,Alabama,AL
2021,14011,4,asian,0,1,2,0,7,,Alabama,AL
2021,14240,1,white,0,6,1,2,29,43600,Alabama,AL
2021,14240,2,other,0,7,2,1,27,33600,Alabama,AL
2021,14240,3,other,2,0,1,0,2,,Alabama,AL
2021,14275,1,black,0,10,1,1,53,95000,Alabama,AL
2021,14275,2,black,0,11,2,3,50,0,Alabama,AL
2021,14275,3,black,0,2,2,0,12,,Alabama,AL
2021,14433,1,white,0,8,2,3,35,0,Alabama,AL
2021,14433,2,white,0,6,1,1,43,100000,Alabama,AL
2021,14433,3,white,0,1,2,0,9,,Alabama,AL
2021,14433,4,white,0,0,1,0,4,,Alabama,AL
2021,14433,5,white,0,4,1,3,16,0,Alabama,AL
2021,14785,1,black,0,2,2,3,82,7400,Alabama,AL
2021,14785,2,black,0,8,2,1,48,56000,Alabama,AL
2021,14785,3,black,0,6,2,1,30,22600,Alabama,AL
2021,14785,4,black,0,1,1,0,7,,Alabama,AL
2021,14785,5,black,0,0,2,0,2,,Alabama,AL
2021,14785,6,black,0,4,1,3,55,0,Alabama,AL
2021,14900,1,white,0,6,2,1,36,25500,Alabama,AL
2021,14900,2,white,0,6,1,3,40,34000,Alabama,AL
2021,14900,3,white,0,4,1,3,16,0,Alabama,AL
2021,14900,4,white,0,2,2,0,13,,Alabama,AL
2021,15104,1,white,0,4,2,3,38,9000,Alabama,AL
2021,15104,2,white,0,10,1,1,38,44000,Alabama,AL
2021,15104,3,white,0,2,1,0,13,,Alabama,
2021,15130,1,black,0,6,1,1,53,40000,Alabama,AL
2021,15319,1,white,0,11,1,1,31,75000,Alabama,AL
2021,15319,2,white,0,10,2,1,26,60000,Alabama,AL
2021,15319,3,white,0,10,1,1,26,60000,Alabama,AL
2021,15351,1,white,0,6,1,0,15,30000,Alabama,AL
2021,15351,2,white,0,0,1,0,0,,Alabama,AL
2021,15695,1,white,0,6,2,1,26,26000,Alabama,AL
2021,15695,2,white,0,7,1,1,25,40000,Alabama,AL
2021,15783,1,white,0,10,2,3,65,11100,Alabama,AL
2021,16059,1,white,0,3,2,1,31,21400,Alabama,AL
2021,16059,2,white,0,2,1,0,12,,Alabama,AL
2021,16059,3,white,0,1,1,0,8,,Alabama,AL
2021,16059,4,white,0,1,1,0,6,,Alabama,AL
2021,16348,1,other,0,11,1,1,58,143000,Alabama,AL
2021,16348,2,white,0,6,2,2,60,0,Alabama,AL
2021,16522,1,black,0,10,1,1,39,80000,Alabama,
2021,16522,2,black,0,11,2,1,37,414000,Alabama,AL
2021,16522,3,black,0,1,1,0,7,,Alabama,AL
2021,16522,4,black,0,0,2,0,4,,Alabama,AL
2021,16522,5,black,0,0,2,0,2,,Alabama,AL
2021,16576,1,black,0,6,1,3,39,9600,Alabama,AL
2021,16667,1,white,0,10,2,1,40,60000,Alabama,AL
2021,16667,2,white,0,2,1,0,14,,Alabama,AL
2021,16742,1,white,0,6,1,1,23,90000,Alabama,AL
2021,16742,2,white,0,8,2,1,21,35000,Alabama,AL
2021,16806,1,white,0,6,1,3,82,29600,Alabama,AL
2021,16806,2,white,0,7,2,3,74,9600,Alabama,AL
2021,16826,1,white,0,10,2,1,27,54000,Alabama,AL
2021,16826,2,white,0,10,1,1,30,50000,Alabama,AL
2021,16826,3,white,0,0,2,0,1,,Alabama,
2021,16973,1,black,0,10,2,3,62,0,Alabama,
2021,16973,2,black,0,10,2,3,62,51700,Alabama,AL
2021,16973,3,black,0,4,2,3,62,20500,Alabama,AL
2021,17047,1,black,0,6,2,3,68,14800,Alabama,AL
2021,17047,2,black,0,6,2,1,48,4700,Alabama,AL
2021,17047,3,black,0,6,1,3,20,0,Alabama,AL
2021,17084,1,white,0,6,2,1,80,77400,Alabama,AL
2021,17084,2,white,0,6,1,3,88,28700,Alabama,
2021,17658,1,white,0,6,1,3,77,45000,Alabama,AL
2021,17658,2,white,0,6,2,3,77,33000,Alabama,AL
2021,17821,1,white,0,7,2,3,65,9920,Alabama,AL
2021,17845,1,black,0,6,1,1,54,40000,Alabama,AL
2021,17845,2,black,0,4,1,0,15,0,Alabama,AL
2021,18082,1,white,0,6,1,3,68,75600,Alabama,AL
2021,18082,2,white,0,6,2,3,67,12800,Alabama,AL
2021,18200,1,white,0,11,2,1,35,143600,Alabama,AL
2021,18200,2,white,0,8,1,1,35,76300,Alabama,AL
2021,18200,3,white,0,1,1,0,8,,Alabama,AL
2021,18200,4,white,0,0,2,0,1,,Alabama,AL
2021,18434,1,white,0,10,1,1,74,171600,Alabama,AL
2021,18434,2,native,0,8,2,3,72,14000,Alabama,AL
2021,18660,1,white,0,10,2,1,36,2100,Alabama,AL
2021,18660,2,white,0,7,1,1,38,150000,Alabama,AL
2021,18660,3,white,0,1,1,0,6,,Alabama,AL
2021,18660,4,white,0,2,2,0,13,,Alabama,
2021,18701,1,white,0,10,1,3,69,57900,Alabama,AL
2021,18701,2,white,0,10,2,3,67,52400,Alabama,AL
2021,18745,1,black,0,7,2,3,37,1200,Alabama,AL
2021,18745,2,black,0,6,2,1,18,17200,Alabama,AL
2021,18745,3,black,0,4,2,3,17,0,Alabama,AL
2021,18745,4,black,0,2,1,0,11,,Alabama,AL
2021,18745,5,black,0,1,1,0,6,,Alabama,
2021,18890,1,white,0,6,1,3,77,40600,Alabama,AL
2021,18890,2,white,0,6,2,3,74,18900,Alabama,AL
2021,18918,1,white,0,7,2,1,64,68000,Alabama,AL
2021,18918,2,white,0,11,1,1,62,74500,Alabama,AL
2021,19011,1,white,0,10,1,1,46,60000,Alabama,AL
2021,19011,2,white,0,6,2,1,48,27000,Alabama,AL
2021,19056,1,black,0,6,1,1,47,30000,Alabama,AL
2021,19056,2,black,0,8,2,1,45,40000,Alabama,AL
2021,19269,1,white,0,10,2,1,43,50020,Alabama,AL
2021,19269,2,white,0,11,1,1,45,83000,Alabama,AL
2021,19269,3,white,0,2,2,0,14,,Alabama,AL
2021,19269,4,white,0,1,1,0,9,,Alabama,AL
2021,19334,1,black,0,6,2,1,53,15000,Alabama,AL
2021,19334,2,black,0,3,2,3,26,0,Alabama,AL
2021,19334,3,black,0,1,1,0,6,,Alabama,AL
2021,19334,4,black,0,1,1,0,4,,Alabama,AL
2021,19334,5,black,0,0,2,0,1,,Alabama,AL
2021,19334,6,black,0,0,2,0,1,,Alabama,AL
2021,19660,1,white,0,6,1,1,51,63000,Alabama,AL
2021,19660,2,white,0,5,2,3,51,0,Alabama,AL
2021,19660,3,white,0,6,2,1,23,15000,Alabama,AL
2021,19807,1,white,0,10,1,3,59,53000,Alabama,AL
2021,19807,2,white,0,8,2,1,48,30400,Alabama,AL
2021,19884,1,white,0,7,1,1,59,72000,Alabama,AL
2021,19884,2,white,0,8,2,3,59,0,Alabama,AL
2021,19884,3,white,0,5,1,3,84,18000,Alabama,AL
2021,20023,1,white,0,7,2,1,35,40300,Alabama,AL
2021,20023,2,white,0,6,1,1,39,61000,Alabama,AL
2021,20023,3,white,0,4,2,3,16,0,Alabama,AL
2021,20023,4,white,0,4,1,1,19,16000,Alabama,AL
2021,20083,1,white,0,6,2,1,22,4000,Alabama,AL
2021,20083,2,white,0,8,1,1,22,6000,Alabama,AL
2021,20132,1,white,0,6,1,1,53,75000,Alabama,AL
2021,20132,2,white,0,10,2,3,38,0,Alabama,AL
2021,20132,3,white,0,1,2,0,9,,Alabama,AL
2021,20132,4,white,0,1,1,0,6,,Alabama,AL
2021,20522,1,black,0,11,2,1,61,117000,Alabama,AL
2021,20522,2,black,0,6,1,3,63,0,Alabama,AL
2021,20596,1,white,0,6,2,1,55,61000,Alabama,AL
2021,20596,2,white,0,4,1,3,59,22600,Alabama,AL
2021,20596,3,white,0,6,1,3,18,0,Alabama,AL
2021,20696,1,black,0,11,2,1,49,72000,Alabama,AL
2021,20696,2,black,0,11,1,1,42,50000,Alabama,AL
2021,20696,3,black,0,2,1,0,13,,Alabama,AL
2021,20696,4,black,0,2,2,0,11,,Alabama,AL
2021,20801,1,other,4,6,1,1,62,25700,Alabama,
2021,20801,2,native,1,7,2,1,69,7700,Alabama,AL
2021,21027,1,white,0,6,2,2,33,8100,Alabama,
2021,21027,2,white,0,6,1,1,25,30800,Alabama,AL
2021,21027,3,white,0,5,2,2,16,4000,Alabama,AL
2021,21027,4,white,0,2,1,0,13,,Alabama,AL
2021,21027,5,white,0,2,1,0,11,,Alabama,AL
2021,21027,6,white,0,0,2,0,5,,Alabama,AL
2021,21027,7,white,0,1,1,0,8,,Alabama,AL
2021,21178,1,black,0,6,2,1,39,47500,Alabama,AL
2021,21178,2,black,0,6,1,1,56,31400,Alabama,AL
2021,21237,1,white,0,11,1,1,49,89000,Alabama,AL
2021,21237,2,white,0,6,2,1,45,13200,Alabama,AL
2021,21237,3,white,0,5,2,3,17,0,Alabama,AL
2021,21237,4,white,0,3,1,3,16,1400,Alabama,AL
2021,21511,1,white,0,7,1,1,64,160000,Alabama,AL
2021,21511,2,white,0,8,2,3,65,0,Alabama,AL
2021,21584,1,white,0,10,2,3,55,28100,Alabama,AL
2021,21672,1,asian,0,7,1,1,22,34450,Alabama,AL
2021,21672,2,asian,0,8,2,2,22,2570,Alabama,AL
2021,21738,1,white,0,8,2,1,42,40000,Alabama,AL
2021,21738,2,white,0,10,1,1,44,73500,Alabama,AL
2021,21738,3,white,0,2,2,0,14,,Alabama,AL
2021,21836,1,other,0,11,2,1,50,55600,Alabama,AL
2021,21836,2,other,0,7,1,1,23,12000,Alabama,AL
2021,21836,3,other,0,6,1,1,18,7000,Alabama,AL
2021,21933,1,white,0,8,2,3,65,24500,Alabama,AL
2021,21995,1,white,0,11,1,1,47,89000,Alabama,AL
2021,21995,2,white,0,7,2,1,47,4800,Alabama,AL
2021,21995,3,white,0,7,1,1,21,8000,Alabama,AL
2021,21995,4,white,0,3,1,3,16,0,Alabama,AL
2021,21995,5,white,0,2,2,0,14,,Alabama,AL
2021,21995,6,white,0,0,2,0,5,,Alabama,AL
2021,22131,1,white,0,7,1,1,43,85000,Alabama,AL
2021,22131,2,white,0,8,2,1,43,14000,Alabama,AL
2021,22327,1,white,0,6,2,1,59,23000,Alabama,AL
2021,22581,1,black,0,8,1,3,56,56200,Alabama,
2021,22581,2,black,0,7,2,1,56,29000,Alabama,AL
2021,22836,1,white,0,10,2,1,52,229000,Alabama,AL
2021,22836,2,white,0,11,1,1,64,130000,Alabama,AL
2021,22836,3,white,0,6,2,3,20,0,Alabama,AL
2021,22851,1,black,0,7,2,1,33,12000,Alabama,AL
2021,22851,2,black,0,7,1,1,30,30000,Alabama,AL
2021,22851,3,black,0,2,2,0,13,,Alabama,AL
2021,22851,4,black,0,1,1,0,7,,Alabama,
2021,23012,1,white,0,8,2,1,46,56000,Alabama,AL
2021,23012,2,white,0,6,1,1,48,50000,Alabama,AL
2021,23012,3,white,0,5,2,3,16,0,Alabama,AL
2021,23210,1,other,0,8,2,1,32,23000,Alabama,
2021,23210,2,white,0,6,1,1,33,70000,Alabama,AL
2021,23210,3,other,0,0,2,0,2,,Alabama,AL
2021,23210,4,white,0,1,2,0,10,,Alabama,AL
2021,23472,1,black,0,0,1,3,62,0,Alaska,
2021,23777,1,white,0,11,1,1,58,80000,Alaska,AK
2021,23866,1,other,0,3,1,3,77,9600,Alaska,AK
2021,23866,2,other,0,6,1,3,34,500,Alaska,AK
2021,24078,1,white,0,11,1,3,66,41000,Alaska,AK
2021,24078,2,white,0,11,2,3,61,28000,Alaska,
2021,24116,1,white,0,10,1,1,42,40970,Alaska,AK
2021,24116,2,white,0,6,2,1,38,40970,Alaska,AK
2021,24283,1,white,0,10,2,3,62,181000,Alaska,AK
2021,24283,2,white,0,6,1,3,65,41700,Alaska,
2021,24283,3,white,0,4,1,3,17,2700,Alaska,AK
2021,24454,1,white,0,7,1,3,73,63020,Alaska,AK
2021,24891,1,native,0,6,1,3,65,960,Alaska,AK
2021,24891,2,native,0,3,2,3,64,6760,Alaska,AK
2021,24917,1,other,0,10,1,1,34,103000,Alaska,
2021,24917,2,white,0,8,2,3,35,0,Alaska,AK
2021,24917,3,other,0,1,2,0,7,,Alaska,AK
2021,24917,4,other,0,1,1,0,4,,Alaska,AK
2021,25076,1,other,0,6,2,3,60,0,Alaska,AK
2021,25076,2,other,0,6,1,1,62,205800,Alaska,AK
2021,25104,1,native,0,6,1,1,58,198200,Alaska,AK
2021,25104,2,native,0,6,2,3,65,6900,Alaska,
2021,25104,3,native,0,6,1,1,34,8800,Alaska,AK
2021,25252,1,other,0,8,1,2,47,18600,Alaska,AK
2021,25252,2,native,0,6,2,2,43,1350,Alaska,AK
2021,25252,3,other,0,6,1,1,17,40330,Alaska,AK
2021,25252,4,native,0,4,2,0,15,320,Alaska,AK
2021,25348,1,white,0,6,1,1,27,71990,Alaska,AK
2021,25348,2,white,0,10,2,1,28,61990,Alaska,
2021,25348,3,white,0,0,2,0,1,,Alaska,AK
2021,25684,1,white,0,11,1,1,39,180000,Alaska,AK
2021,25684,2,white,0,8,2,3,40,0,Alaska,AK
2021,25684,3,white,0,2,1,0,13,,Alaska,AK
2021,25684,4,white,0,1,1,0,11,,Alaska,AK
2021,25684,5,white,0,1,1,0,6,,Alaska,
2021,25852,1,white,0,6,1,1,21,80000,Alaska,AK
2021,25852,2,white,0,6,2,1,20,31000,Alaska,
2021,25852,3,white,0,6,2,1,25,20000,Alaska,AK
2021,25961,1,white,0,7,2,1,35,62000,Alaska,AK
2021,25961,2,white,1,6,1,1,36,118000,Alaska,AK
2021,25961,3,white,0,2,2,0,14,,Alaska,AK
2021,25961,4,white,0,1,2,0,11,,Alaska,
2021,25961,5,white,0,1,2,0,9,,Alaska,AK
2021,25961,6,white,0,0,1,0,5,,Alaska,AK
2021,25961,7,white,0,2,2,0,14,,Alaska,AK
2021,25996,1,black,0,10,1,1,36,63000,Alaska,AK
2021,25996,2,white,0,10,2,1,34,27000,Alaska,AK
2021,25996,3,other,0,1,2,0,9,,Alaska,AK
2021,25996,4,other,0,1,1,0,3,,Alaska,AK
2021,26187,1,other,0,7,2,3,19,0,Arizona,
2021,26593,1,white,0,7,2,3,78,18300,Arizona,AZ
2021,26618,1,black,0,10,2,1,25,24000,Arizona,AZ
2021,27359,1,other,4,6,2,3,54,4300,Arizona,AZ
2021,27412,1,black,0,7,1,1,20,25500,Arizona,AZ
2021,27427,1,white,0,6,2,1,18,10000,Arizona,AZ
2021,28490,1,white,0,10,2,3,88,10200,Arizona,AZ
2021,28958,1,white,1,6,1,3,28,0,Arizona,AZ
2021,29149,1,black,0,7,2,2,20,0,Arizona,AZ
