year,family_ID,person_num,hispanic,educ,demographics,employment_status,income,state,state_abb
2021,206,1,0,5,white - female - 34,3,0,Alabama,AL
2021,574,1,0,0,white - female - 63,3,17000,Alabama,AL
2021,619,1,0,6,black - female - 18,1,6000,Alabama,
2021,798,1,0,6,other - female - 73,3,0,Alabama,AL
2021,803,1,0,2,black - female - 43,3,0,Alabama,AL
2021,2488,1,0,6,white - male - 18,1,5500,Alabama,AL
2021,2506,1,0,6,white - female - 69,3,1800,Alabama,AL
2021,2563,1,0,6,black - female - 22,3,1200,Alabama,AL
2021,2979,1,0,6,white - female - 30,1,12400,Alabama,AL
2021,2979,2,0,4,white - male - 34,1,24000,Alabama,AL
2021,2979,3,1,2,white - male - 12,0,,Alabama,AL
2021,2979,4,0,0,white - male - 6,0,,Alabama,AL
2021,2979,5,0,0,white - female - 4,0,,Alabama,AL
2021,3206,1,0,6,black - female - 69,3,12000,Alabama,AL
2021,3206,2,0,6,black - female - 69,3,9500,Alabama,AL
2021,3206,3,0,6,black - female - 69,3,16800,Alabama,AL
2021,3281,1,0,11,asian - male - 30,1,45800,Alabama,AL
2021,3281,2,0,10,black - female - 27,1,18200,Alabama,
2021,3438,1,0,10,white - female - 72,3,26400,Alabama,AL
2021,3438,2,0,10,white - male - 73,3,52000,Alabama,
2021,3451,1,0,6,black - female - 25,1,31000,Alabama,AL
2021,3451,2,0,6,black - male - 29,2,6000,Alabama,AL
2021,3451,3,0,1,black - female - 6,0,,Alabama,AL
2021,3601,1,2,8,white - female - 38,3,0,Alabama,AL
2021,3601,2,2,7,other - male - 38,1,80000,Alabama,AL
2021,3601,3,2,7,white - female - 21,1,9000,Alabama,AL
2021,3601,4,2,1,white - female - 7,0,,Alabama,AL
2021,3601,5,2,0,white - female - 5,0,,Alabama,AL
2021,3601,6,0,6,white - female - 22,1,30000,Alabama,AL
2021,3633,1,0,6,black - female - 52,1,35200,Alabama,AL
2021,3633,2,0,6,black - male - 24,1,34000,Alabama,AL
2021,4260,1,0,8,white - female - 63,3,14900,Alabama,AL
2021,4260,2,0,10,white - male - 64,1,4300,Alabama,
2021,4451,1,0,11,black - female - 78,3,26000,Alabama,AL
2021,4920,1,0,6,black - female - 55,1,16200,Alabama,AL
2021,4920,2,0,6,black - male - 57,1,7200,Alabama,AL
2021,5067,1,0,8,white - female - 62,1,81000,Alabama,AL
2021,5067,2,0,6,white - male - 62,3,28500,Alabama,AL
2021,5316,1,0,10,white - male - 73,1,22600,Alabama,AL
2021,5316,2,0,6,white - female - 69,3,11310,Alabama,AL
2021,5469,1,0,10,white - female - 36,1,14700,Alabama,
2021,5469,2,0,10,white - male - 37,1,97000,Alabama,AL
2021,5728,1,0,6,black - male - 72,3,13000,Alabama,AL
2021,5780,1,0,8,white - female - 86,3,12600,Alabama,AL
2021,5780,2,0,8,white - female - 55,1,50000,Alabama,AL
2021,5780,3,0,6,white - male - 50,1,60000,Alabama,AL
2021,5786,1,0,6,white - female - 66,3,5800,Alabama,AL
2021,5786,2,0,8,white - male - 56,1,54000,Alabama,AL
2021,5920,1,0,6,white - female - 52,3,18000,Alabama,AL
2021,5920,2,0,6,white - male - 53,1,92000,Alabama,AL
2021,5920,3,0,6,other - male - 19,2,14000,Alabama,AL
2021,6512,1,0,6,white - male - 57,1,100000,Alabama,AL
2021,6512,2,0,6,white - female - 55,3,0,Alabama,
2021,6512,3,0,6,white - female - 32,1,700,Alabama,AL
2021,6512,4,0,6,white - male - 25,1,4600,Alabama,AL
2021,6512,5,0,1,white - female - 8,0,,Alabama,AL
2021,6512,6,0,1,white - female - 4,0,,Alabama,AL
2021,6537,1,0,8,white - male - 77,3,39700,Alabama,AL
2021,6537,2,0,6,white - female - 75,3,9600,Alabama,AL
2021,6680,1,0,10,white - male - 44,1,107000,Alabama,AL
2021,6680,2,0,11,white - female - 40,1,52000,Alabama,AL
2021,6680,3,0,3,white - male - 16,3,0,Alabama,AL
2021,6680,4,0,2,white - female - 13,0,,Alabama,
2021,6806,1,0,6,white - female - 56,1,71000,Alabama,AL
2021,6806,2,0,6,white - female - 36,2,15500,Alabama,AL
2021,6806,3,0,3,white - male - 15,0,0,Alabama,AL
2021,6806,4,0,2,white - male - 13,0,,Alabama,AL
2021,6806,5,0,0,white - male - 5,0,,Alabama,AL
2021,6806,6,0,0,white - male - 5,0,,Alabama,AL
2021,7090,1,0,6,white - male - 77,3,16000,Alabama,AL
2021,7090,2,0,6,white - female - 76,3,3600,Alabama,AL
2021,7142,1,0,6,black - female - 48,1,22000,Alabama,
2021,7142,2,0,8,black - male - 47,1,60000,Alabama,AL
2021,7142,3,0,2,black - female - 12,0,,Alabama,AL
2021,7155,1,0,11,white - male - 34,1,93000,Alabama,AL
2021,7155,2,0,6,white - female - 32,3,0,Alabama,AL
2021,7155,3,0,0,white - male - 1,0,,Alabama,AL
2021,7155,4,0,1,white - female - 10,0,,Alabama,AL
2021,7155,5,0,1,white - female - 7,0,,Alabama,AL
2021,7241,1,0,7,black - male - 25,1,48000,Alabama,AL
2021,7241,2,0,4,black - male - 26,1,40000,Alabama,AL
2021,7241,3,0,7,black - male - 21,3,0,Alabama,AL
2021,7254,1,0,11,white - male - 44,1,150000,Alabama,AL
2021,7254,2,0,10,white - female - 36,3,0,Alabama,
2021,7254,3,0,1,white - male - 8,0,,Alabama,AL
2021,7254,4,0,1,white - female - 7,0,,Alabama,AL
2021,7254,5,0,0,white - female - 4,0,,Alabama,AL
2021,7254,6,0,0,white - female - 3,0,,Alabama,AL
2021,7290,1,0,10,white - female - 40,1,9300,Alabama,AL
2021,7290,2,0,6,white - male - 46,3,7200,Alabama,AL
2021,7290,3,0,1,white - male - 7,0,,Alabama,AL
2021,7558,1,0,7,black - male - 34,1,32000,Alabama,AL
2021,7558,2,0,0,black - male - 0,0,,Alabama,AL
2021,7558,3,0,6,black - male - 42,1,25000,Alabama,AL
2021,7730,1,0,6,white - male - 53,1,50000,Alabama,AL
2021,7730,2,0,8,white - female - 47,1,76000,Alabama,AL
2021,7730,3,0,8,white - male - 24,1,25000,Alabama,AL
2021,7730,4,0,6,white - female - 69,3,29000,Alabama,AL
2021,7741,1,0,6,white - female - 30,1,34000,Alabama,AL
2021,7741,2,0,6,white - male - 34,1,36000,Alabama,AL
2021,7819,1,0,7,white - male - 24,1,32000,Alabama,AL
2021,7819,2,0,1,white - male - 6,0,,Alabama,AL
2021,7855,1,0,7,white - male - 62,3,36000,Alabama,AL
2021,7855,2,0,11,white - female - 56,1,160000,Alabama,AL
2021,8526,1,0,6,black - male - 45,1,26000,Alabama,AL
2021,8526,2,0,6,black - female - 51,1,30000,Alabama,AL
2021,8750,1,0,6,white - female - 22,1,18000,Alabama,AL
2021,8750,2,0,6,white - male - 25,1,25000,Alabama,AL
2021,8750,3,0,0,white - male - 0,0,,Alabama,AL
2021,8835,1,0,6,white - male - 63,1,70000,Alabama,AL
2021,8835,2,0,6,white - female - 59,3,5300,Alabama,AL
2021,8964,1,0,10,white - male - 51,3,200,Alabama,AL
2021,9067,1,0,7,white - female - 58,1,19200,Alabama,AL
2021,9067,2,0,7,white - male - 38,1,11000,Alabama,AL
2021,9087,1,0,6,white - female - 29,2,18800,Alabama,AL
2021,9087,2,0,6,other - male - 30,1,35000,Alabama,AL
2021,9087,3,0,1,other - male - 8,0,,Alabama,AL
2021,9087,4,0,1,other - male - 6,0,,Alabama,AL
2021,9087,5,0,0,other - male - 0,0,,Alabama,AL
2021,9087,6,0,0,other - male - 0,0,,Alabama,AL
2021,9095,1,0,6,white - male - 73,3,11000,Alabama,AL
2021,9134,1,0,7,black - male - 41,1,87000,Alabama,
2021,9134,2,0,6,black - female - 40,1,35000,Alabama,AL
2021,9134,3,0,6,black - male - 21,1,7000,Alabama,
2021,9185,1,0,6,white - male - 78,3,43800,Alabama,AL
2021,9185,2,0,6,white - female - 75,3,6000,Alabama,AL
2021,9207,1,0,6,white - female - 52,3,16300,Alabama,AL
2021,9207,2,0,6,white - male - 53,1,77000,Alabama,AL
2021,9207,3,0,5,white - male - 22,1,20000,Alabama,
2021,9252,1,0,11,white - female - 50,1,59000,Alabama,AL
2021,9320,1,0,10,white - female - 51,1,116000,Alabama,AL
2021,9320,2,0,7,white - male - 48,1,80000,Alabama,AL
2021,9320,3,0,6,white - male - 23,1,24000,Alabama,AL
2021,9320,4,0,7,white - male - 19,1,3600,Alabama,AL
2021,9480,1,0,6,other - female - 23,1,15900,Alabama,AL
2021,9480,2,0,6,other - male - 25,1,39000,Alabama,
2021,9689,1,4,6,other - male - 33,1,20800,Alabama,AL
2021,9689,2,4,6,other - male - 34,1,51000,Alabama,
2021,9689,3,4,7,other - male - 61,1,16000,Alabama,AL
2021,9689,4,4,6,other - female - 58,1,30200,Alabama,AL
2021,10234,1,0,11,white - female - 46,1,95000,Alabama,AL
2021,10234,2,0,11,white - male - 46,1,105000,Alabama,
2021,10234,3,0,2,white - male - 14,0,,Alabama,AL
2021,10427,1,0,10,white - male - 31,1,100000,Alabama,AL
2021,10427,2,0,10,white - female - 31,3,0,Alabama,AL
2021,10427,3,0,1,white - female - 7,0,,Alabama,AL
2021,10427,4,0,1,white - female - 5,0,,Alabama,AL
2021,10427,5,0,0,white - female - 3,0,,Alabama,AL
2021,10531,1,0,7,white - male - 39,1,80500,Alabama,AL
2021,10531,2,0,6,white - female - 33,1,3500,Alabama,AL
2021,10531,3,0,1,white - female - 10,0,,Alabama,AL
2021,10531,4,0,1,white - female - 7,0,,Alabama,AL
2021,10531,5,0,1,white - male - 5,0,,Alabama,
2021,10690,1,0,8,white - male - 36,1,42620,Alabama,AL
2021,10734,1,0,11,white - male - 44,1,55000,Alabama,AL
2021,10734,2,0,11,white - female - 39,1,7500,Alabama,AL
2021,10734,3,0,2,white - female - 14,0,,Alabama,AL
2021,10734,4,0,2,white - male - 12,0,,Alabama,AL
2021,10734,5,0,1,white - male - 10,0,,Alabama,AL
2021,10855,1,0,10,white - female - 57,3,0,Alabama,AL
2021,10855,2,0,10,white - male - 57,1,94000,Alabama,AL
2021,10855,3,0,11,white - female - 37,1,120400,Alabama,AL
2021,10855,4,0,6,white - male - 19,3,0,Alabama,AL
2021,10855,5,0,0,white - male - 5,0,,Alabama,AL
2021,10855,6,0,0,white - male - 40,3,0,Alabama,AL
2021,10902,1,0,10,white - male - 53,1,100000,Alabama,AL
2021,10902,2,0,7,white - female - 53,1,15000,Alabama,AL
2021,10902,3,0,10,white - male - 25,1,50000,Alabama,AL
2021,10902,4,0,10,white - female - 22,1,40000,Alabama,AL
2021,10979,1,0,7,white - female - 31,1,41000,Alabama,AL
2021,10979,2,0,8,asian - male - 35,2,15000,Alabama,AL
2021,10979,3,0,2,white - male - 13,0,,Alabama,AL
2021,10979,4,0,1,other - male - 8,0,,Alabama,AL
2021,10979,5,0,0,other - male - 2,0,,Alabama,AL
2021,11051,1,0,11,white - male - 37,1,80000,Alabama,AL
2021,11051,2,0,11,white - female - 32,3,80000,Alabama,AL
2021,11051,3,0,0,white - female - 0,0,,Alabama,AL
2021,11583,1,0,6,white - male - 43,1,75000,Alabama,AL
2021,11583,2,0,7,white - female - 41,1,12500,Alabama,AL
2021,11583,3,0,1,white - female - 8,0,,Alabama,AL
2021,11583,4,0,4,white - female - 17,3,0,Alabama,AL
2021,11588,1,0,8,white - male - 54,1,60000,Alabama,AL
2021,11588,2,0,6,white - female - 55,1,18000,Alabama,AL
2021,11588,3,0,6,white - male - 28,1,35000,Alabama,AL
2021,11627,1,0,8,white - female - 46,3,0,Alabama,AL
2021,11627,2,0,6,white - male - 50,1,55000,Alabama,
2021,11627,3,0,6,white - male - 24,1,28600,Alabama,AL
2021,11627,4,0,2,white - female - 12,0,,Alabama,AL
2021,11705,1,0,6,white - male - 79,3,65700,Alabama,AL
2021,11705,2,0,5,white - female - 58,3,23900,Alabama,AL
2021,11752,1,0,6,white - male - 29,1,65000,Alabama,
2021,11752,2,0,6,white - female - 30,3,2000,Alabama,AL
2021,11752,3,0,1,white - male - 5,0,,Alabama,AL
2021,11752,4,0,1,white - female - 7,0,,Alabama,AL
2021,11769,1,2,10,other - male - 43,1,144000,Alabama,AL
2021,11769,2,0,7,white - female - 37,1,24000,Alabama,AL
2021,11769,3,2,2,other - female - 13,0,,Alabama,AL
2021,11769,4,2,2,other - female - 10,0,,Alabama,AL
2021,11769,5,0,6,other - female - 17,1,8500,Alabama,AL
2021,12232,1,0,6,white - female - 68,2,11700,Alabama,AL
2021,12971,1,0,7,white - female - 35,3,12000,Alabama,AL
2021,12971,2,0,7,white - male - 39,1,36000,Alabama,
2021,12971,3,0,2,white - female - 11,0,,Alabama,AL
2021,12971,4,0,1,white - female - 9,0,,Alabama,AL
2021,12971,5,0,0,white - male - 1,0,,Alabama,AL
2021,13342,1,0,7,white - female - 53,1,52000,Alabama,AL
2021,13342,2,0,10,white - male - 58,1,88000,Alabama,AL
2021,13366,1,0,10,white - female - 27,1,34000,Alabama,AL
2021,13366,2,0,7,white - male - 27,1,50000,Alabama,AL
2021,13444,1,0,6,black - male - 93,3,27600,Alabama,AL
2021,13444,2,0,6,black - female - 62,3,16400,Alabama,
2021,13444,3,0,6,black - female - 24,3,9400,Alabama,AL
2021,13817,1,0,10,white - male - 70,3,21600,Alabama,AL
2021,13817,2,0,6,white - female - 66,3,8400,Alabama,AL
2021,13888,1,0,11,black - male - 71,1,65000,Alabama,AL
2021,13888,2,0,6,black - female - 67,3,9600,Alabama,
2021,14011,1,0,11,asian - male - 45,1,145000,Alabama,AL
2021,14011,2,0,10,asian - female - 37,1,88000,Alabama,AL
2021,14011,3,0,2,asian - female - 11,0,,Alabama,AL
2021,14011,4,0,1,asian - female - 7,0,,Alabama,AL
2021,14240,1,0,6,white - male - 29,2,43600,Alabama,AL
2021,14240,2,0,7,other - female - 27,1,33600,Alabama,AL
2021,14240,3,2,0,other - male - 2,0,,Alabama,AL
2021,14275,1,0,10,black - male - 53,1,95000,Alabama,AL
2021,14275,2,0,11,black - female - 50,3,0,Alabama,AL
2021,14275,3,0,2,black - female - 12,0,,Alabama,AL
2021,14433,1,0,8,white - female - 35,3,0,Alabama,AL
2021,14433,2,0,6,white - male - 43,1,100000,Alabama,AL
2021,14433,3,0,1,white - female - 9,0,,Alabama,AL
2021,14433,4,0,0,white - male - 4,0,,Alabama,AL
2021,14433,5,0,4,white - male - 16,3,0,Alabama,AL
2021,14785,1,0,2,black - female - 82,3,7400,Alabama,AL
2021,14785,2,0,8,black - female - 48,1,56000,Alabama,AL
2021,14785,3,0,6,black - female - 30,1,22600,Alabama,AL
2021,14785,4,0,1,black - male - 7,0,,Alabama,AL
2021,14785,5,0,0,black - female - 2,0,,Alabama,AL
2021,14785,6,0,4,black - male - 55,3,0,Alabama,AL
2021,14900,1,0,6,white - female - 36,1,25500,Alabama,AL
2021,14900,2,0,6,white - male - 40,3,34000,Alabama,AL
2021,14900,3,0,4,white - male - 16,3,0,Alabama,AL
2021,14900,4,0,2,white - female - 13,0,,Alabama,AL
2021,15104,1,0,4,white - female - 38,3,9000,Alabama,AL
2021,15104,2,0,10,white - male - 38,1,44000,Alabama,AL
2021,15104,3,0,2,white - male - 13,0,,Alabama,
2021,15130,1,0,6,black - male - 53,1,40000,Alabama,AL
2021,15319,1,0,11,white - male - 31,1,75000,Alabama,AL
2021,15319,2,0,10,white - female - 26,1,60000,Alabama,AL
2021,15319,3,0,10,white - male - 26,1,60000,Alabama,AL
2021,15351,1,0,6,white - male - 15,0,30000,Alabama,AL
2021,15351,2,0,0,white - male - 0,0,,Alabama,AL
2021,15695,1,0,6,white - female - 26,1,26000,Alabama,AL
2021,15695,2,0,7,white - male - 25,1,40000,Alabama,AL
2021,15783,1,0,10,white - female - 65,3,11100,Alabama,AL
2021,16059,1,0,3,white - female - 31,1,21400,Alabama,AL
2021,16059,2,0,2,white - male - 12,0,,Alabama,AL
2021,16059,3,0,1,white - male - 8,0,,Alabama,AL
2021,16059,4,0,1,white - male - 6,0,,Alabama,AL
2021,16348,1,0,11,other - male - 58,1,143000,Alabama,AL
2021,16348,2,0,6,white - female - 60,2,0,Alabama,AL
2021,16522,1,0,10,black - male - 39,1,80000,Alabama,
2021,16522,2,0,11,black - female - 37,1,414000,Alabama,AL
2021,16522,3,0,1,black - male - 7,0,,Alabama,AL
2021,16522,4,0,0,black - female - 4,0,,Alabama,AL
2021,16522,5,0,0,black - female - 2,0,,Alabama,AL
2021,16576,1,0,6,black - male - 39,3,9600,Alabama,AL
2021,16667,1,0,10,white - female - 40,1,60000,Alabama,AL
2021,16667,2,0,2,white - male - 14,0,,Alabama,AL
2021,16742,1,0,6,white - male - 23,1,90000,Alabama,AL
2021,16742,2,0,8,white - female - 21,1,35000,Alabama,AL
2021,16806,1,0,6,white - male - 82,3,29600,Alabama,AL
2021,16806,2,0,7,white - female - 74,3,9600,Alabama,AL
2021,16826,1,0,10,white - female - 27,1,54000,Alabama,AL
2021,16826,2,0,10,white - male - 30,1,50000,Alabama,AL
2021,16826,3,0,0,white - female - 1,0,,Alabama,
2021,16973,1,0,10,black - female - 62,3,0,Alabama,
2021,16973,2,0,10,black - female - 62,3,51700,Alabama,AL
2021,16973,3,0,4,black - female - 62,3,20500,Alabama,AL
2021,17047,1,0,6,black - female - 68,3,14800,Alabama,AL
2021,17047,2,0,6,black - female - 48,1,4700,Alabama,AL
2021,17047,3,0,6,black - male - 20,3,0,Alabama,AL
2021,17084,1,0,6,white - female - 80,1,77400,Alabama,AL
2021,17084,2,0,6,white - male - 88,3,28700,Alabama,
2021,17658,1,0,6,white - male - 77,3,45000,Alabama,AL
2021,17658,2,0,6,white - female - 77,3,33000,Alabama,AL
2021,17821,1,0,7,white - female - 65,3,9920,Alabama,AL
2021,17845,1,0,6,black - male - 54,1,40000,Alabama,AL
2021,17845,2,0,4,black - male - 15,0,0,Alabama,AL
2021,18082,1,0,6,white - male - 68,3,75600,Alabama,AL
2021,18082,2,0,6,white - female - 67,3,12800,Alabama,AL
2021,18200,1,0,11,white - female - 35,1,143600,Alabama,AL
2021,18200,2,0,8,white - male - 35,1,76300,Alabama,AL
2021,18200,3,0,1,white - male - 8,0,,Alabama,AL
2021,18200,4,0,0,white - female - 1,0,,Alabama,AL
2021,18434,1,0,10,white - male - 74,1,171600,Alabama,AL
2021,18434,2,0,8,native - female - 72,3,14000,Alabama,AL
2021,18660,1,0,10,white - female - 36,1,2100,Alabama,AL
2021,18660,2,0,7,white - male - 38,1,150000,Alabama,AL
2021,18660,3,0,1,white - male - 6,0,,Alabama,AL
2021,18660,4,0,2,white - female - 13,0,,Alabama,
2021,18701,1,0,10,white - male - 69,3,57900,Alabama,AL
2021,18701,2,0,10,white - female - 67,3,52400,Alabama,AL
2021,18745,1,0,7,black - female - 37,3,1200,Alabama,AL
2021,18745,2,0,6,black - female - 18,1,17200,Alabama,AL
2021,18745,3,0,4,black - female - 17,3,0,Alabama,AL
2021,18745,4,0,2,black - male - 11,0,,Alabama,AL
2021,18745,5,0,1,black - male - 6,0,,Alabama,
2021,18890,1,0,6,white - male - 77,3,40600,Alabama,AL
2021,18890,2,0,6,white - female - 74,3,18900,Alabama,AL
2021,18918,1,0,7,white - female - 64,1,68000,Alabama,AL
2021,18918,2,0,11,white - male - 62,1,74500,Alabama,AL
2021,19011,1,0,10,white - male - 46,1,60000,Alabama,AL
2021,19011,2,0,6,white - female - 48,1,27000,Alabama,AL
2021,19056,1,0,6,black - male - 47,1,30000,Alabama,AL
2021,19056,2,0,8,black - female - 45,1,40000,Alabama,AL
2021,19269,1,0,10,white - female - 43,1,50020,Alabama,AL
2021,19269,2,0,11,white - male - 45,1,83000,Alabama,AL
2021,19269,3,0,2,white - female - 14,0,,Alabama,AL
2021,19269,4,0,1,white - male - 9,0,,Alabama,AL
2021,19334,1,0,6,black - female - 53,1,15000,Alabama,AL
2021,19334,2,0,3,black - female - 26,3,0,Alabama,AL
2021,19334,3,0,1,black - male - 6,0,,Alabama,AL
2021,19334,4,0,1,black - male - 4,0,,Alabama,AL
2021,19334,5,0,0,black - female - 1,0,,Alabama,AL
2021,19334,6,0,0,black - female - 1,0,,Alabama,AL
2021,19660,1,0,6,white - male - 51,1,63000,Alabama,AL
2021,19660,2,0,5,white - female - 51,3,0,Alabama,AL
2021,19660,3,0,6,white - female - 23,1,15000,Alabama,AL
2021,19807,1,0,10,white - male - 59,3,53000,Alabama,AL
2021,19807,2,0,8,white - female - 48,1,30400,Alabama,AL
2021,19884,1,0,7,white - male - 59,1,72000,Alabama,AL
2021,19884,2,0,8,white - female - 59,3,0,Alabama,AL
2021,19884,3,0,5,white - male - 84,3,18000,Alabama,AL
2021,20023,1,0,7,white - female - 35,1,40300,Alabama,AL
2021,20023,2,0,6,white - male - 39,1,61000,Alabama,AL
2021,20023,3,0,4,white - female - 16,3,0,Alabama,AL
2021,20023,4,0,4,white - male - 19,1,16000,Alabama,AL
2021,20083,1,0,6,white - female - 22,1,4000,Alabama,AL
2021,20083,2,0,8,white - male - 22,1,6000,Alabama,AL
2021,20132,1,0,6,white - male - 53,1,75000,Alabama,AL
2021,20132,2,0,10,white - female - 38,3,0,Alabama,AL
2021,20132,3,0,1,white - female - 9,0,,Alabama,AL
2021,20132,4,0,1,white - male - 6,0,,Alabama,AL
2021,20522,1,0,11,black - female - 61,1,117000,Alabama,AL
2021,20522,2,0,6,black - male - 63,3,0,Alabama,AL
2021,20596,1,0,6,white - female - 55,1,61000,Alabama,AL
2021,20596,2,0,4,white - male - 59,3,22600,Alabama,AL
2021,20596,3,0,6,white - male - 18,3,0,Alabama,AL
2021,20696,1,0,11,black - female - 49,1,72000,Alabama,AL
2021,20696,2,0,11,black - male - 42,1,50000,Alabama,AL
2021,20696,3,0,2,black - male - 13,0,,Alabama,AL
2021,20696,4,0,2,black - female - 11,0,,Alabama,AL
2021,20801,1,4,6,other - male - 62,1,25700,Alabama,
2021,20801,2,1,7,native - female - 69,1,7700,Alabama,AL
2021,21027,1,0,6,white - female - 33,2,8100,Alabama,
2021,21027,2,0,6,white - male - 25,1,30800,Alabama,AL
2021,21027,3,0,5,white - female - 16,2,4000,Alabama,AL
2021,21027,4,0,2,white - male - 13,0,,Alabama,AL
2021,21027,5,0,2,white - male - 11,0,,Alabama,AL
2021,21027,6,0,0,white - female - 5,0,,Alabama,AL
2021,21027,7,0,1,white - male - 8,0,,Alabama,AL
2021,21178,1,0,6,black - female - 39,1,47500,Alabama,AL
2021,21178,2,0,6,black - male - 56,1,31400,Alabama,AL
2021,21237,1,0,11,white - male - 49,1,89000,Alabama,AL
2021,21237,2,0,6,white - female - 45,1,13200,Alabama,AL
2021,21237,3,0,5,white - female - 17,3,0,Alabama,AL
2021,21237,4,0,3,white - male - 16,3,1400,Alabama,AL
2021,21511,1,0,7,white - male - 64,1,160000,Alabama,AL
2021,21511,2,0,8,white - female - 65,3,0,Alabama,AL
2021,21584,1,0,10,white - female - 55,3,28100,Alabama,AL
2021,21672,1,0,7,asian - male - 22,1,34450,Alabama,AL
2021,21672,2,0,8,asian - female - 22,2,2570,Alabama,AL
2021,21738,1,0,8,white - female - 42,1,40000,Alabama,AL
2021,21738,2,0,10,white - male - 44,1,73500,Alabama,AL
2021,21738,3,0,2,white - female - 14,0,,Alabama,AL
2021,21836,1,0,11,other - female - 50,1,55600,Alabama,AL
2021,21836,2,0,7,other - male - 23,1,12000,Alabama,AL
2021,21836,3,0,6,other - male - 18,1,7000,Alabama,AL
2021,21933,1,0,8,white - female - 65,3,24500,Alabama,AL
2021,21995,1,0,11,white - male - 47,1,89000,Alabama,AL
2021,21995,2,0,7,white - female - 47,1,4800,Alabama,AL
2021,21995,3,0,7,white - male - 21,1,8000,Alabama,AL
2021,21995,4,0,3,white - male - 16,3,0,Alabama,AL
2021,21995,5,0,2,white - female - 14,0,,Alabama,AL
2021,21995,6,0,0,white - female - 5,0,,Alabama,AL
2021,22131,1,0,7,white - male - 43,1,85000,Alabama,AL
2021,22131,2,0,8,white - female - 43,1,14000,Alabama,AL
2021,22327,1,0,6,white - female - 59,1,23000,Alabama,AL
2021,22581,1,0,8,black - male - 56,3,56200,Alabama,
2021,22581,2,0,7,black - female - 56,1,29000,Alabama,AL
2021,22836,1,0,10,white - female - 52,1,229000,Alabama,AL
2021,22836,2,0,11,white - male - 64,1,130000,Alabama,AL
2021,22836,3,0,6,white - female - 20,3,0,Alabama,AL
2021,22851,1,0,7,black - female - 33,1,12000,Alabama,AL
2021,22851,2,0,7,black - male - 30,1,30000,Alabama,AL
2021,22851,3,0,2,black - female - 13,0,,Alabama,AL
2021,22851,4,0,1,black - male - 7,0,,Alabama,
2021,23012,1,0,8,white - female - 46,1,56000,Alabama,AL
2021,23012,2,0,6,white - male - 48,1,50000,Alabama,AL
2021,23012,3,0,5,white - female - 16,3,0,Alabama,AL
2021,23210,1,0,8,other - female - 32,1,23000,Alabama,
2021,23210,2,0,6,white - male - 33,1,70000,Alabama,AL
2021,23210,3,0,0,other - female - 2,0,,Alabama,AL
2021,23210,4,0,1,white - female - 10,0,,Alabama,AL
2021,23472,1,0,0,black - male - 62,3,0,Alaska,
2021,23777,1,0,11,white - male - 58,1,80000,Alaska,AK
2021,23866,1,0,3,other - male - 77,3,9600,Alaska,AK
2021,23866,2,0,6,other - male - 34,3,500,Alaska,AK
2021,24078,1,0,11,white - male - 66,3,41000,Alaska,AK
2021,24078,2,0,11,white - female - 61,3,28000,Alaska,
2021,24116,1,0,10,white - male - 42,1,40970,Alaska,AK
2021,24116,2,0,6,white - female - 38,1,40970,Alaska,AK
2021,24283,1,0,10,white - female - 62,3,181000,Alaska,AK
2021,24283,2,0,6,white - male - 65,3,41700,Alaska,
2021,24283,3,0,4,white - male - 17,3,2700,Alaska,AK
2021,24454,1,0,7,white - male - 73,3,63020,Alaska,AK
2021,24891,1,0,6,native - male - 65,3,960,Alaska,AK
2021,24891,2,0,3,native - female - 64,3,6760,Alaska,AK
2021,24917,1,0,10,other - male - 34,1,103000,Alaska,
2021,24917,2,0,8,white - female - 35,3,0,Alaska,AK
2021,24917,3,0,1,other - female - 7,0,,Alaska,AK
2021,24917,4,0,1,other - male - 4,0,,Alaska,AK
2021,25076,1,0,6,other - female - 60,3,0,Alaska,AK
2021,25076,2,0,6,other - male - 62,1,205800,Alaska,AK
2021,25104,1,0,6,native - male - 58,1,198200,Alaska,AK
2021,25104,2,0,6,native - female - 65,3,6900,Alaska,
2021,25104,3,0,6,native - male - 34,1,8800,Alaska,AK
2021,25252,1,0,8,other - male - 47,2,18600,Alaska,AK
2021,25252,2,0,6,native - female - 43,2,1350,Alaska,AK
2021,25252,3,0,6,other - male - 17,1,40330,Alaska,AK
2021,25252,4,0,4,native - female - 15,0,320,Alaska,AK
2021,25348,1,0,6,white - male - 27,1,71990,Alaska,AK
2021,25348,2,0,10,white - female - 28,1,61990,Alaska,
2021,25348,3,0,0,white - female - 1,0,,Alaska,AK
2021,25684,1,0,11,white - male - 39,1,180000,Alaska,AK
2021,25684,2,0,8,white - female - 40,3,0,Alaska,AK
2021,25684,3,0,2,white - male - 13,0,,Alaska,AK
2021,25684,4,0,1,white - male - 11,0,,Alaska,AK
2021,25684,5,0,1,white - male - 6,0,,Alaska,
2021,25852,1,0,6,white - male - 21,1,80000,Alaska,AK
2021,25852,2,0,6,white - female - 20,1,31000,Alaska,
2021,25852,3,0,6,white - female - 25,1,20000,Alaska,AK
2021,25961,1,0,7,white - female - 35,1,62000,Alaska,AK
2021,25961,2,1,6,white - male - 36,1,118000,Alaska,AK
2021,25961,3,0,2,white - female - 14,0,,Alaska,AK
2021,25961,4,0,1,white - female - 11,0,,Alaska,
2021,25961,5,0,1,white - female - 9,0,,Alaska,AK
2021,25961,6,0,0,white - male - 5,0,,Alaska,AK
