year,family_ID,sex_person1,sex_person2,sex_person3,sex_person4,race_person1,race_person2,race_person3,race_person4,income_person1,income_person2,income_person3,income_person4
2021,564480,1,,,,black,,,,0,,,
2021,564620,1,,,,black,,,,30000,,,
2021,564753,2,,,,white,,,,0,,,
2021,564890,1,,,,native,,,,1400,,,
2021,565284,1,2,2,2,white,white,white,white,420000,10000,,
2021,565898,2,2,2,2,white,white,white,white,47000,41000,,
2021,566048,1,1,2,2,white,white,white,white,80000,12000,0,
2021,566200,2,1,2,2,white,white,white,white,22000,425600,0,
2021,566362,1,2,1,2,white,white,white,white,40480,0,,
2021,566399,2,1,1,2,white,white,white,white,25000,22500,,
2021,566412,2,2,,,white,white,,,80000,5000,,
2021,566582,2,,,,white,,,,17000,,,
2021,567056,2,1,,,other,white,,,0,148000,,
2021,567284,1,1,,,white,white,,,50000,,,
2021,567504,2,1,1,1,black,black,black,black,10430,0,,
2021,567593,1,2,1,,white,white,white,,212000,0,0,
2021,567717,1,2,1,,white,white,white,,15400,66300,55000,
2021,567810,1,2,2,1,asian,asian,asian,asian,40000,0,,
2021,567924,1,1,2,,white,white,white,,51900,20000,0,
2021,567992,1,2,1,2,white,white,white,white,80000,6000,20000,20
2021,568133,1,2,2,,white,white,white,,130000,0,0,
2021,568259,2,1,1,,white,white,white,,105000,120000,13000,
2021,568380,2,2,2,,black,black,black,,8400,5300,0,
2021,568437,1,2,,,white,white,,,21400,10800,,
2021,568495,1,2,2,1,asian,asian,asian,asian,74000,0,0,
2021,568950,2,1,2,2,white,white,white,white,22500,155800,0,
2021,569114,1,2,,,white,white,,,18000,3900,,
2021,569382,1,2,,,white,white,,,10500,20000,,
2021,569605,2,1,,,white,white,,,40000,55000,,
2021,569799,1,2,2,2,asian,asian,asian,asian,15400,0,25000,0
2021,569911,2,1,,,other,other,,,22100,9000,,
2021,569924,2,1,2,1,white,white,white,white,4600,100,,
2021,570111,1,2,1,2,black,black,black,black,90000,70000,21000,13600
2021,570114,1,2,,,white,white,,,50000,14400,,
2021,570435,1,2,2,,white,white,white,,48000,0,0,
2021,570952,2,2,2,2,white,white,white,white,66750,30000,0,6000
2021,571027,2,2,2,2,black,black,black,black,500,,,
2021,571077,2,1,2,,white,white,white,,0,420000,660,
2021,571177,1,,,,white,,,,85000,,,
2021,571269,2,1,2,,black,black,black,,9500,28600,1100,
2021,571414,2,1,1,,black,black,black,,15000,7500,,
2021,571889,2,1,2,,black,black,black,,1500,0,,
2021,571891,2,1,,,white,white,,,3200,10000,,
2021,572292,1,2,,,white,white,,,46000,72000,,
2021,572298,1,2,1,1,white,white,white,white,1e+05,8000,,
2021,572332,2,1,,,white,white,,,53000,19400,,
2021,572566,1,2,,,white,white,,,87000,15000,,
2021,572644,1,2,,,white,white,,,65700,19100,,
2021,572929,2,2,,,black,black,,,21000,,,
2021,573023,2,1,2,,white,white,white,,18000,9500,9500,
2021,573062,1,2,2,1,white,white,white,white,50000,296000,,
2021,573528,1,1,1,1,white,white,white,white,25000,24490,39600,36000
2021,574435,1,2,,,white,white,,,33000,0,,
2021,574599,2,1,,,white,white,,,2500,2300,,
2021,574665,2,2,1,1,black,black,other,other,10900,27100,,50000
2021,574675,2,,,,white,,,,1600,,,
2021,574687,1,2,,,white,white,,,420000,70990,,
2021,574712,2,2,2,2,other,other,other,other,26000,,,
2021,574756,1,1,,,white,other,,,33800,22000,,
2021,574978,1,2,2,2,other,white,other,other,65800,19200,36000,
2021,575579,1,2,1,2,black,black,black,black,14500,0,900,8400
2021,575859,1,2,1,,white,white,white,,12600,8200,14400,
2021,576017,1,2,,,white,white,,,50050,12000,,
2021,576025,1,2,1,1,black,black,other,black,90000,32000,0,
2021,576040,2,,,,white,,,,0,,,
2021,576180,2,1,2,2,white,white,other,other,113100,76000,22020,2000
2021,576235,2,1,2,1,white,white,white,white,40000,60000,,
2021,576353,1,2,2,,white,white,white,,55700,3600,9200,
2021,576361,2,1,,,white,white,,,63000,62000,,
2021,576431,1,2,1,,other,other,other,,4800,4800,0,
2021,576546,1,2,,,white,white,,,156000,10000,,
2021,576804,2,1,1,2,white,white,white,white,34300,3000,8500,26000
2021,577053,2,1,1,,black,black,black,,30000,1800,0,
2021,577074,1,,,,white,,,,14200,,,
2021,577203,1,2,,,white,white,,,345000,31100,,
2021,577226,2,1,,,white,white,,,46120,0,,
2021,577390,1,2,,,white,white,,,22900,22600,,
2021,577631,1,2,,,black,black,,,15800,10000,,
2021,577716,1,2,,,black,black,,,40000,0,,
2021,577725,1,2,2,,black,black,black,,45000,200,170,
2021,577963,2,,,,black,,,,42000,,,
2021,578386,2,1,,,white,white,,,260,59000,,
2021,578400,2,1,2,,white,white,white,,53800,,,
2021,578613,2,2,1,,white,white,white,,530,,,
2021,578631,2,1,,,white,white,,,66000,85000,,
2021,579017,1,2,1,1,white,white,white,white,244000,128000,,
2021,579223,2,1,1,,black,black,black,,75000,86000,12300,
2021,579244,1,1,,,white,white,,,7630,-1900,,
2021,579245,2,2,,,black,black,,,5200,30000,,
2021,579854,2,2,,,white,white,,,19200,0,,
2021,579874,2,2,1,1,black,other,black,black,2700,,,
2021,580037,1,1,,,white,white,,,11700,23700,,
2021,580092,1,2,1,1,white,asian,white,white,0,0,0,0
2021,580221,2,1,1,1,white,asian,white,white,31000,58000,,
2021,580222,2,1,1,1,white,white,white,white,0,94000,850,0
2021,580518,1,2,1,1,white,white,white,white,24800,18800,0,
2021,580537,1,2,,,white,white,,,123500,43800,,
2021,580551,2,1,1,,white,white,white,,24000,70000,5200,
2021,580592,1,2,1,1,black,black,black,black,24000,7000,8400,
2021,581124,2,2,2,,white,white,white,,21000,0,,
2021,581246,1,2,,,white,white,,,32000,0,,
2021,581338,2,,,,white,,,,12400,,,
2021,581348,1,2,2,,white,white,white,,99000,55000,,
2021,581360,1,2,1,1,white,white,white,white,45000,19200,,
2021,581740,2,1,2,1,black,black,black,black,0,4800,6600,
2021,581906,1,2,2,,white,black,black,,180000,0,,
2021,582090,2,2,2,1,black,black,black,black,23600,9200,0,0
2021,582203,2,1,,,black,other,,,9000,,,
2021,582343,1,2,,,white,white,,,17100,9000,,
2021,582605,2,,,,black,,,,89170,,,
2021,582647,1,,,,white,,,,44700,,,
2021,582778,1,2,,,white,white,,,40000,120000,,
2021,583235,1,2,2,1,other,white,other,other,9800,0,0,
2021,583408,1,2,1,,white,white,white,,175000,0,,
2021,584152,1,,,,white,,,,12100,,,
2021,584227,1,,,,white,,,,4500,,,
2021,584824,2,1,,,white,white,,,0,64020,,
2021,584932,2,1,2,1,white,white,white,white,17600,12000,2000,
2021,585164,2,,,,white,,,,32900,,,
2021,585201,2,1,1,1,white,white,white,white,2e+05,63000,15000,9500
2021,585244,2,,,,white,,,,66000,,,
2021,585369,1,2,1,1,white,white,white,white,47100,10800,0,560
2021,585467,2,1,1,,white,white,white,,30500,35000,2500,
2021,585490,1,2,,,white,white,,,135000,68500,,
2021,585663,2,1,1,2,white,white,white,white,50000,50000,,
2021,585768,2,2,,,white,white,,,35800,,,
2021,586315,2,1,1,2,white,white,white,white,10,70000,,
2021,586377,2,1,,,white,white,,,0,36000,,
2021,586389,1,2,1,1,white,white,white,white,62000,58000,26000,0
2021,586623,2,1,1,2,white,white,white,white,37000,52000,,400
2021,586693,2,1,2,,white,white,white,,110000,40000,1000,
2021,586744,2,1,2,1,white,white,white,white,78900,76900,,
2021,587118,2,1,2,1,asian,asian,asian,asian,80000,23000,5000,1900
2021,587664,1,,,,white,,,,14400,,,
2021,587670,1,2,2,2,white,white,white,white,75200,0,,25000
2021,587741,1,2,,,white,other,,,64800,7200,,
2021,588837,1,2,2,2,white,white,other,other,33500,20100,7200,50000
2021,588848,1,2,1,,white,white,white,,24600,9600,40000,
2021,589005,1,2,,,white,white,,,46600,3800,,
2021,589027,2,1,2,1,white,white,white,white,38000,0,0,
2021,589291,2,1,,,white,white,,,20000,101400,,
2021,589345,1,2,,,white,white,,,38000,22000,,
2021,589903,2,1,2,2,white,white,white,white,0,45000,12400,0
2021,589912,1,2,,,white,white,,,19000,13300,,
2021,589934,1,,,,white,,,,16000,,,
2021,589939,2,1,1,2,other,white,other,other,7200,25000,,
2021,590169,1,2,1,1,white,white,white,native,62000,1e+05,,
2021,590183,1,2,1,1,other,white,white,white,45000,0,,
2021,590322,1,,,,other,,,,35000,,,
2021,590478,1,,,,white,,,,3300,,,
2021,590700,1,,,,white,,,,30000,,,
2021,591083,2,,,,white,,,,6200,,,
2021,591114,1,,,,white,,,,0,,,
2021,591386,2,,,,black,,,,,,,
2021,591416,1,,,,black,,,,9400,,,
2021,592160,1,,,,black,,,,9400,,,
2021,592296,2,,,,white,,,,4700,,,
2021,592610,2,,,,white,,,,82000,,,
2021,592838,1,,,,black,,,,250,,,
2021,593405,1,,,,white,,,,3070,,,
2021,593793,1,2,2,2,other,white,other,other,26600,25800,,
2021,593794,2,1,1,1,white,white,white,white,190000,320000,,
2021,594018,1,2,1,2,black,black,black,black,2100,13000,0,0
2021,594207,2,1,2,1,other,other,other,other,53000,0,,
2021,594255,1,2,1,2,white,white,white,white,52600,16800,2200,0
2021,594643,1,,,,black,,,,21000,,,
2021,594941,2,,,,black,,,,1400,,,
2021,595019,2,2,,,white,white,,,51000,0,,
2021,595115,1,2,,,white,white,,,68000,58500,,
2021,595150,2,1,,,black,black,,,156000,130000,,
2021,595392,2,1,2,,other,white,other,,41000,50000,,
2021,595456,2,1,2,1,black,black,black,black,68000,148000,0,
2021,595464,1,2,1,1,white,other,white,white,1e+05,0,,
2021,595468,2,,,,white,,,,52000,,,
2021,595616,2,1,2,,white,white,white,,27500,55000,50000,
2021,595736,2,1,1,2,white,white,white,white,10,169710,19600,
2021,595818,2,1,,,white,white,,,70400,85700,,
2021,595984,1,2,2,1,white,white,white,white,130000,50000,0,0
2021,596020,2,1,,,black,black,,,75000,20000,,
2021,596297,1,2,2,2,asian,asian,asian,asian,85000,151100,,
2021,596312,2,2,1,,black,black,black,,31000,14300,,
2021,596437,2,1,2,1,white,white,white,white,72000,102000,,
2021,596676,1,1,,,white,white,,,12000,5720,,
2021,596892,2,1,,,white,white,,,28800,108000,,
2021,596958,1,2,1,1,white,other,other,other,268000,132000,,
2021,596989,1,2,,,black,black,,,40000,0,,
2021,597151,1,2,2,,asian,asian,asian,,122000,31000,58000,
2021,597420,1,2,1,1,asian,asian,asian,asian,55000,16000,3000,0
2021,597434,2,,,,black,,,,21000,,,
2021,597736,2,1,1,2,black,black,black,black,28740,21700,10000,0
2021,597936,1,2,1,,other,other,other,,19500,11300,60000,
2021,597975,2,1,1,2,black,black,black,black,54000,50000,30000,0
2021,598217,1,1,2,,other,other,other,,15900,16200,5800,
2021,598366,2,1,2,2,other,other,other,other,0,75000,0,
2021,598735,2,,,,white,,,,2600,,,
2021,598844,2,1,1,1,asian,white,other,other,1e+05,95000,1000,
2021,598882,1,1,1,,white,white,white,,62000,,,
2021,598999,2,1,,,white,white,,,56500,35000,,
2021,599070,2,1,,,black,black,,,0,28300,,
2021,599092,2,1,1,2,black,white,other,other,0,22000,0,0
2021,599225,2,1,2,,white,white,white,,34200,1e+05,,
2021,599226,2,2,,,white,other,,,156500,50000,,
2021,599358,2,1,,,white,white,,,15000,93500,,
2021,599585,2,1,2,,white,white,white,,9500,135000,45000,
2021,599749,1,2,1,2,asian,asian,asian,asian,150000,45000,10000,10000
2021,599777,1,2,,,white,white,,,150000,150000,,
2021,600028,1,2,1,2,black,black,black,black,32000,42000,32000,15000
2021,600097,2,,,,asian,,,,16600,,,
2021,600249,2,,,,white,,,,142500,,,
2021,600413,1,2,1,,asian,asian,asian,,15800,0,43800,
2021,600451,1,2,2,2,white,white,white,white,622000,30000,,
2021,600455,1,,,,white,,,,4400,,,
2021,601006,2,1,2,,white,white,white,,164000,26900,9300,
2021,601010,1,,,,other,,,,578000,,,
2021,601252,2,1,1,2,white,white,white,white,60000,70000,40000,
2021,601340,2,1,,,white,white,,,3300,21800,,
2021,601387,1,2,2,2,white,white,white,white,65000,46000,,
2021,601407,2,1,1,2,other,other,other,other,24000,7500,70000,8300
2021,601592,2,1,1,1,other,other,other,other,3500,82000,20000,180
2021,601657,2,1,1,2,white,white,white,white,0,190200,500,0
2021,601838,2,1,1,1,asian,asian,asian,asian,36000,36000,,
2021,602102,2,,,,white,,,,34100,,,
2021,602117,2,,,,white,,,,47000,,,
2021,602388,2,2,2,1,black,black,black,black,47400,,,16800
2021,602396,2,1,1,1,white,white,white,white,0,59000,26600,68000
2021,602708,1,2,2,2,white,white,white,white,578000,30000,2500,0
2021,602886,2,1,1,,black,black,black,,78600,2400,40000,
2021,602924,2,2,2,2,black,white,white,white,57800,10800,75000,75000
2021,603256,2,,,,white,,,,85000,,,
2021,603264,1,2,1,,white,white,white,,100030,55030,,
2021,603597,2,1,2,1,black,black,black,black,103000,0,16000,1000
2021,603661,2,1,2,,black,black,black,,60000,16400,0,
2021,603753,2,2,1,1,white,white,white,white,1e+05,20000,0,
2021,603785,2,1,1,2,other,other,other,other,57000,13800,0,24700
2021,604177,1,2,,,asian,asian,,,69100,5300,,
2021,604289,2,,,,other,,,,35700,,,
2021,604308,2,1,1,,white,white,white,,18100,0,,
2021,604458,1,2,,,white,white,,,140000,5000,,
2021,604594,2,,,,black,,,,66400,,,
2021,604677,2,1,2,,black,black,other,,3900,108000,24000,
2021,604821,1,,,,white,,,,9600,,,
2021,604867,2,1,,,white,white,,,69600,204000,,
2021,604888,2,2,,,native,white,,,10000,85000,,
2021,604891,2,1,2,2,white,other,white,white,102000,61000,,
2021,604893,2,,,,black,,,,46200,,,
2021,604982,1,2,2,1,asian,asian,asian,asian,176000,0,,
2021,605136,2,1,1,1,white,white,white,white,98000,130000,,
2021,605184,2,1,2,1,white,white,white,white,80000,120000,,
2021,605416,1,1,,,white,white,,,89000,55000,,
2021,605424,1,2,,,white,white,,,95000,60000,,
2021,605777,1,2,2,1,white,white,white,white,171000,85000,,30000
2021,606077,1,2,2,2,other,other,other,other,86300,0,0,17000
2021,606546,2,1,1,1,white,white,white,white,2e+05,2e+05,53000,20000
2021,606588,2,1,1,2,other,other,other,other,25000,,,
2021,606909,2,,,,white,,,,4600,,,
2021,607087,1,2,2,1,white,white,white,white,128000,141000,,
2021,607233,1,2,,,other,other,,,60500,900,,
2021,607425,1,2,1,,black,black,black,,37960,50000,,
2021,607804,1,,,,black,,,,30000,,,
2021,607978,2,1,1,1,other,other,other,other,12600,40000,41600,0
2021,608240,2,1,,,white,white,,,21000,6000,,
2021,608274,2,2,,,black,black,,,428000,30000,,
2021,608474,1,2,2,,black,black,black,,50000,50000,16000,
2021,608825,1,2,2,1,white,white,white,white,65000,57000,,
2021,608839,2,1,,,black,black,,,32000,8000,,
2021,609308,1,2,1,2,white,white,white,white,68000,105000,,
2021,609336,2,1,2,,white,other,white,,30000,55000,8400,
2021,609640,1,2,2,1,black,other,other,other,2e+05,30000,,
2021,609814,1,,,,white,,,,93200,,,
2021,609853,2,1,1,,white,other,other,,14000,0,5000,
2021,609885,1,1,,,white,white,,,55000,0,,
2021,610030,1,2,2,2,white,white,white,white,105500,97000,,2000
2021,610127,1,2,,,white,white,,,99700,20200,,
2021,610334,2,1,2,,other,white,white,,180000,180000,,
2021,610378,2,1,2,1,white,white,white,white,0,129000,,
2021,610424,2,1,1,2,black,black,black,black,57000,33000,,
2021,610516,1,2,,,white,white,,,63000,37500,,
2021,610661,2,,,,white,,,,24000,,,
2021,610669,1,2,2,1,native,other,native,other,50000,2500,0,12000
2021,610788,1,2,1,,white,white,white,,55180,22900,8700,
2021,611037,2,1,2,1,white,white,white,white,50000,1e+05,,
2021,611227,2,1,1,,other,other,other,,0,7000,0,
2021,611235,2,1,2,1,white,other,other,other,5300,,,
2021,611556,2,,,,white,,,,41200,,,
2021,611783,2,,,,white,,,,21000,,,
2021,612128,1,2,1,2,white,white,white,white,58000,0,350,
2021,612359,1,2,1,1,white,white,white,white,56200,16100,15310,
2021,612392,2,1,2,,white,other,other,,85000,42000,22000,
2021,612916,1,2,2,1,white,white,white,white,120000,2000,,
2021,612974,2,,,,white,,,,14700,,,
2021,613244,1,2,1,,white,white,white,,158000,0,6600,
2021,613362,1,,,,white,,,,50000,,,
2021,613376,1,2,,,white,white,,,96080,15000,,
2021,613423,2,1,,,white,white,,,33700,19900,,
2021,613922,1,2,1,,white,white,white,,70000,80000,,
2021,614196,2,1,2,,white,white,white,,68000,85200,37400,
2021,614305,1,,,,white,,,,48500,,,
2021,614494,2,1,2,,white,white,white,,12000,183000,60000,
2021,614530,1,2,,,white,white,,,362000,4000,,
2021,614601,1,2,,,white,asian,,,428000,30000,,
2021,614633,2,1,1,,black,black,black,,35000,4000,,
2021,614674,1,2,1,,other,other,other,,35000,0,,
2021,614800,1,2,2,2,asian,asian,asian,asian,76500,50000,,
2021,614999,1,2,1,,other,other,other,,60000,29000,45000,
2021,615095,1,2,,,white,white,,,77000,64400,,
2021,615115,1,2,2,1,white,white,white,white,230000,0,,
2021,615159,1,2,2,,white,white,white,,67000,22000,,
2021,615233,1,2,,,white,white,,,11000,93500,,
2021,615271,1,2,2,2,white,white,white,white,68400,35000,500,
2021,615315,2,2,2,2,black,black,black,black,8600,10800,600,
2021,615421,2,2,1,2,white,white,white,white,1e+05,0,11000,
2021,615490,1,2,2,1,white,white,white,white,66000,83000,9400,700
2021,615861,1,,,,white,,,,110000,,,
2021,615890,2,2,,,black,black,,,87000,0,,
2021,615906,2,2,2,2,white,asian,asian,asian,0,50000,0,0
2021,615920,2,1,2,,other,other,other,,140000,1e+05,0,
2021,615976,2,2,,,white,white,,,30000,30000,,
2021,616023,1,1,1,,white,white,white,,27500,13000,12400,
2021,616045,1,2,,,white,asian,,,6800,39200,,
2021,616133,2,1,2,2,white,white,white,white,94500,135000,0,
2021,616202,2,1,,,white,white,,,52300,14100,,
2021,616247,1,2,,,white,white,,,40800,9200,,
2021,616405,1,2,,,white,white,,,101000,3250,,
2021,616410,1,2,,,white,white,,,197000,600,,
2021,616595,1,,,,other,,,,88000,,,
2021,616793,1,2,2,,white,white,white,,43000,50000,,
2021,616794,2,1,2,1,white,native,white,white,50000,57800,0,2500
2021,616874,1,2,,,white,white,,,6300,9600,,
2021,616959,2,1,,,white,white,,,38000,90000,,
2021,616969,1,2,2,1,white,white,white,white,54000,140000,28600,38000
2021,617039,1,2,2,1,asian,asian,asian,asian,40000,0,56400,
2021,617060,2,2,,,white,black,,,0,47000,,
2021,617148,1,2,2,,white,white,white,,60000,40000,50000,
2021,617251,2,1,,,white,white,,,45700,19000,,
2021,617291,2,1,2,2,black,black,black,black,15000,0,73000,35000
2021,617359,2,1,1,2,white,white,white,white,579000,112000,,
2021,617376,1,2,2,1,white,white,white,white,120190,95000,10000,0
2021,617383,1,2,,,white,white,,,31900,37000,,
2021,617384,2,2,1,,black,black,black,,82200,10700,,
2021,617434,1,2,2,1,white,white,white,other,118000,0,7200,15000
2021,617600,2,1,,,white,other,,,118000,8000,,
2021,617712,2,,,,white,,,,0,,,
2021,617978,1,,,,white,,,,9000,,,
2021,618496,2,,,,white,,,,2400,,,
2021,618962,2,,,,other,,,,1000,,,
2021,619228,2,,,,other,,,,6200,,,
2021,619264,2,,,,white,,,,1100,,,
2021,619380,1,,,,black,,,,11600,,,
2021,619611,2,,,,asian,,,,4500,,,
2021,619670,1,,,,white,,,,520,,,
2021,620099,1,,,,white,,,,0,,,
2021,620448,2,,,,white,,,,3100,,,
2021,621355,1,,,,white,,,,3100,,,
2021,621562,1,,,,other,,,,5000,,,
2021,621597,1,,,,white,,,,26000,,,
2021,622072,2,,,,white,,,,0,,,
2021,622118,2,,,,white,,,,2500,,,
2021,622132,2,,,,white,,,,25500,,,
2021,622651,1,,,,white,,,,85900,,,
2021,622871,2,1,1,,white,white,white,,60000,55000,50000,
2021,622887,1,2,2,1,white,white,white,white,276000,302000,,
2021,623064,2,1,1,1,black,black,black,black,15800,0,5000,0
2021,623404,1,,,,white,,,,46500,,,
2021,623411,2,2,,,other,other,,,75000,1800,,
2021,623455,1,2,2,,other,other,white,,35000,0,,
2021,623678,2,1,2,1,white,white,white,white,18860,165000,,
2021,623838,1,2,,,white,white,,,0,13000,,
2021,623863,2,1,1,2,white,white,white,white,50000,56000,,0
2021,624360,2,1,1,1,white,white,white,white,4800,628000,0,
2021,624651,1,2,,,white,white,,,149000,48000,,
2021,624764,1,2,2,,white,other,other,,200440,69500,,
2021,624971,1,2,2,1,white,white,white,white,65000,63000,0,0
2021,625010,2,1,1,1,white,white,white,white,30000,,,39000
2021,625393,1,2,1,2,white,white,white,white,105000,180000,,
2021,625466,2,1,1,1,asian,asian,asian,asian,2000,630000,,
2021,625490,2,1,1,1,white,white,white,white,638000,250000,0,
2021,625802,2,2,1,,white,white,white,,35000,,,
2021,625856,2,1,2,2,white,white,white,white,54000,20000,,50000
2021,625912,1,2,,,white,white,,,143000,50,,
2021,626116,2,1,1,1,white,black,other,other,150000,60000,,
2021,626197,1,2,,,white,white,,,151000,102500,,
2021,626538,1,2,,,other,other,,,40000,0,,
2021,626802,2,1,2,1,white,white,white,white,85000,25000,,
2021,626863,2,1,1,2,white,white,white,white,50100,1e+05,0,
2021,626959,2,1,1,2,asian,asian,asian,asian,120000,75000,0,0
2021,627024,1,1,,,white,white,,,40000,50000,,
2021,627527,2,1,1,1,white,white,white,white,82000,150000,,
2021,627702,2,1,1,,black,black,black,,70000,7800,35000,
2021,628136,1,,,,white,,,,92250,,,
2021,628167,1,2,1,1,white,white,white,white,35000,75000,9000,
2021,628409,1,2,,,white,white,,,4e+05,358000,,
2021,628551,1,1,1,,white,white,white,,175000,4800,4800,
2021,628598,2,1,,,other,white,,,130000,125000,,
2021,628696,2,1,1,,white,other,white,,40000,40000,,
2021,628869,1,,,,white,,,,27600,,,
2021,629004,2,,,,white,,,,60000,,,
2021,629092,1,2,2,1,white,white,other,other,65000,40000,,
2021,629233,2,2,2,,white,white,white,,16000,,,
2021,629310,2,1,1,1,asian,asian,asian,asian,84000,120000,,
2021,629360,1,2,,,other,white,,,50000,2900,,
2021,629362,1,2,1,1,white,other,other,other,2e+05,90000,,
2021,629407,2,1,2,,asian,white,white,,94100,80000,10000,
2021,629416,2,1,1,,white,white,white,,3e+05,68400,1500,
2021,629474,1,2,2,,white,white,white,,50000,40000,,
2021,629553,2,2,,,white,white,,,38000,24000,,
2021,629720,1,2,,,white,white,,,90000,47000,,
2021,629761,1,2,,,white,white,,,60000,62000,,
2021,629890,2,1,2,2,other,other,other,black,25100,6100,,3600
2021,630005,2,2,1,1,white,white,white,other,14000,15100,22000,11300
2021,630209,2,1,2,2,white,white,white,white,97100,95100,6910,50
2021,630786,1,2,1,1,other,white,other,other,71000,58000,,
2021,631140,2,1,,,white,white,,,9900,119000,,
2021,631302,2,,,,white,,,,58000,,,
2021,631442,2,1,1,2,white,white,white,white,90000,92000,,
2021,631630,2,1,2,1,white,white,white,white,54000,0,,
2021,631726,1,2,,,native,white,,,39640,15480,,
2021,631739,1,2,2,,white,white,white,,93000,53000,,
2021,631785,1,2,,,white,white,,,130000,120000,,
2021,631921,2,1,2,2,white,other,white,white,8660,19400,12000,49500
2021,632260,1,2,1,,white,white,white,,46000,110000,1010,
2021,632924,2,1,1,2,white,white,white,white,6500,7600,0,19200
2021,633088,2,1,,,white,white,,,115000,95000,,
2021,633255,2,,,,white,,,,50000,,,
2021,633262,2,1,1,1,white,white,white,white,70000,30000,,
2021,633526,2,1,2,1,black,black,black,black,60000,42100,,
2021,633535,1,2,2,2,white,white,white,white,170000,2e+05,,
2021,633736,1,2,1,2,white,white,white,white,55700,35400,,
2021,633764,1,2,,,white,white,,,72000,30000,,
2021,633868,1,2,1,,white,white,white,,21900,6600,60000,
2021,634011,2,1,,,white,white,,,50000,270000,,
2021,634433,1,2,2,1,white,other,other,other,98000,0,0,
2021,634503,1,2,,,asian,asian,,,0,0,,
2021,634517,2,2,1,1,white,white,white,white,0,25000,0,
2021,634523,2,1,1,,white,white,white,,43000,112400,43400,
2021,634627,1,,,,white,,,,129400,,,
2021,634726,2,1,2,1,other,other,other,other,8200,26530,0,
2021,634744,2,1,2,1,asian,asian,asian,asian,162000,163000,,
2021,635207,2,,,,white,,,,70300,,,
2021,635330,2,1,1,1,white,white,white,white,78000,84000,,
2021,635416,1,2,2,,black,other,other,,30000,33000,,
2021,635556,1,2,1,,white,white,white,,1e+05,2900,12000,
2021,635855,2,1,1,1,white,other,white,white,28000,4800,12800,0
2021,635962,2,1,2,2,other,other,other,other,6100,8000,,
2021,636067,1,,,,white,,,,87600,,,
2021,636224,1,2,,,white,white,,,3500,3000,,
2021,636228,1,,,,white,,,,43000,,,
2021,636459,2,1,1,2,other,other,other,other,88000,5000,3500,0
2021,636473,2,1,1,1,white,white,white,white,19100,150000,,
2021,636523,2,1,,,white,white,,,74900,130200,,
2021,636785,2,2,,,black,black,,,3700,70000,,
2021,636819,2,1,,,white,white,,,12000,2e+05,,
2021,636879,1,2,1,1,asian,asian,asian,asian,214600,76000,,
2021,636993,1,2,1,1,other,other,black,black,35100,15300,1400,6000
2021,637156,1,,,,white,,,,60000,,,
2021,637159,2,1,,,white,white,,,115010,129500,,
2021,637361,1,2,1,,white,white,white,,146430,86000,58420,
2021,637461,1,2,1,1,white,white,white,white,177030,27000,,
2021,637911,2,2,1,,other,white,white,,70000,,,
2021,638084,2,1,1,,white,white,white,,114800,,,
2021,638175,2,1,2,2,white,white,white,white,40000,52000,5000,
2021,638296,2,,,,white,,,,125000,,,
2021,638716,1,2,,,white,white,,,249250,45500,,
2021,638928,1,2,1,,white,black,other,,1e+05,37600,43000,
2021,639128,1,2,,,white,white,,,104500,100100,,
2021,639160,2,,,,white,,,,45000,,,
2021,639243,1,2,,,white,white,,,20000,0,,
2021,639262,2,2,1,,white,white,white,,118000,250000,,
2021,639416,1,2,,,white,white,,,15000,60000,,
2021,639850,2,2,2,,black,black,black,,12000,56000,,
2021,639861,1,,,,white,,,,4900,,,
2021,639915,2,,,,white,,,,93000,,,
2021,639921,1,2,,,white,white,,,35000,35300,,
2021,640020,1,2,2,2,white,white,white,white,366000,366000,,
2021,640036,2,1,1,,white,white,white,,123000,156000,,
2021,640057,2,1,2,2,white,white,white,white,111000,240000,,
2021,640113,2,2,,,white,white,,,68000,25000,,
2021,640190,1,2,,,white,white,,,440000,124400,,
2021,640309,1,2,2,1,white,white,white,white,25000,2000,,
2021,640562,1,1,1,1,asian,asian,asian,asian,3000,0,0,3900
2021,640834,2,1,2,1,white,white,white,white,25000,71000,,
2021,640965,1,,,,white,,,,225000,,,
2021,641104,2,2,2,,white,white,white,,198000,5900,0,
2021,641257,1,2,1,2,white,white,white,white,80010,97000,,
2021,641359,1,2,,,white,white,,,100600,19000,,
2021,641446,1,2,2,2,white,white,white,white,142000,99000,,
2021,641555,2,1,2,1,white,white,white,white,69500,33800,3000,0
2021,641733,2,2,,,asian,asian,,,70000,129000,,
2021,641908,2,2,2,,white,white,other,,40000,50000,,
2021,642096,1,,,,white,,,,35000,,,
2021,642274,1,1,,,white,white,,,97000,11500,,
2021,642296,2,1,2,1,white,white,white,white,60000,52000,12000,6000
2021,642371,1,2,,,black,black,,,67000,,,
2021,642413,2,,,,white,,,,120000,,,
2021,642446,1,2,,,asian,asian,,,9100,29600,,
2021,642669,1,2,,,white,white,,,648000,7000,,
2021,643228,1,2,2,1,other,other,native,native,43000,40000,,0
2021,643424,2,1,,,white,white,,,45700,52000,,
2021,643690,1,2,1,,other,other,other,,15000,12000,2500,
2021,643759,1,2,2,2,white,white,white,white,2e+05,1e+05,10000,0
2021,643983,2,1,,,white,white,,,45000,16000,,
2021,643986,2,1,2,1,white,white,white,white,2e+05,70000,,
